Local time, Altitude (m MSL), Altitude (m AGL), Pressure (Pascal), Speed (m/s), Heading (degrees), Temperature (C), Relative humidity (%), Internal temperature (C), Latitude, Longitude, Rise speed (m/s)
08:42:39, 409, 32, 97000, 0.50, 136.50, 9.70, 88.78, 11.5, 34.982792, -97.520787, 0.8
08:42:40, 410, 33, 96992, 0.30, 173.20, 9.72, 88.67, 11.5, 34.982792, -97.520787, 0.8
08:42:41, 412, 35, 96970, 0.20, 184.80, 9.72, 88.57, 11.4, 34.982790, -97.520787, 0.8
08:42:42, 412, 35, 96966, 0.20, 155.70, 9.72, 88.43, 11.4, 34.982788, -97.520787, 0.8
08:42:43, 413, 36, 96956, 0.10, 155.00, 9.76, 88.32, 11.4, 34.982787, -97.520785, 0.8
08:42:44, 413, 36, 96954, 0.20, 144.80, 9.74, 88.22, 11.4, 34.982785, -97.520785, 0.7
08:42:45, 414, 37, 96946, 0.20, 204.90, 9.74, 88.03, 11.4, 34.982783, -97.520783, 0.7
08:42:46, 414, 37, 96940, 0.20, 210.60, 9.74, 87.93, 11.4, 34.982782, -97.520783, 0.7
08:42:47, 415, 38, 96936, 0.10, 173.30, 9.72, 87.84, 11.4, 34.982780, -97.520785, 0.7
08:42:48, 415, 38, 96936, 0.20, 145.90, 9.70, 87.80, 11.4, 34.982778, -97.520785, 0.7
08:42:49, 417, 40, 96914, 0.40, 190.20, 9.70, 87.79, 11.4, 34.982775, -97.520783, 0.6
08:42:50, 416, 39, 96918, 0.40, 184.20, 9.76, 87.79, 11.4, 34.982772, -97.520785, 0.6
08:42:51, 418, 41, 96892, 0.40, 191.80, 9.84, 87.71, 11.4, 34.982768, -97.520785, 0.8
08:42:52, 419, 42, 96888, 0.10, 274.60, 9.86, 87.58, 11.4, 34.982770, -97.520787, 0.7
08:42:53, 419, 42, 96888, 0.20, 267.20, 9.86, 87.44, 11.4, 34.982768, -97.520790, 0.6
08:42:54, 420, 43, 96876, 0.10, 261.10, 9.90, 87.38, 11.4, 34.982768, -97.520792, 0.6
08:42:55, 420, 43, 96870, 0.20, 155.10, 9.96, 87.24, 11.4, 34.982768, -97.520792, 0.6
08:42:56, 420, 43, 96876, 0.30, 155.30, 10.02, 87.06, 11.4, 34.982765, -97.520790, 0.6
08:42:57, 419, 42, 96882, 0.70, 172.70, 10.06, 86.88, 11.4, 34.982762, -97.520788, 0.5
08:42:58, 419, 42, 96882, 0.70, 191.30, 10.06, 86.70, 11.4, 34.982755, -97.520788, 0.4
08:42:59, 420, 43, 96870, 0.70, 206.50, 10.02, 86.46, 11.4, 34.982748, -97.520790, 0.5
08:43:00, 420, 43, 96872, 0.60, 218.80, 10.00, 86.33, 11.4, 34.982743, -97.520795, 0.5
08:43:01, 421, 44, 96862, 0.30, 220.30, 9.96, 86.23, 11.4, 34.982742, -97.520798, 0.5
08:43:02, 422, 45, 96854, 0.30, 188.50, 9.92, 86.14, 11.4, 34.982740, -97.520798, 0.5
08:43:03, 423, 46, 96844, 0.00, 120.10, 9.90, 86.09, 11.4, 34.982738, -97.520797, 0.5
08:43:04, 424, 47, 96832, 0.00, 285.10, 9.86, 86.07, 11.4, 34.982738, -97.520797, 0.4
08:43:05, 425, 48, 96822, 0.10, 306.10, 9.82, 86.10, 11.4, 34.982740, -97.520797, 0.4
08:43:06, 425, 48, 96814, 0.20, 324.80, 9.82, 86.18, 11.3, 34.982742, -97.520798, 0.4
08:43:07, 424, 47, 96824, 0.20, 19.10, 9.90, 86.23, 11.3, 34.982743, -97.520800, 0.3
08:43:08, 423, 46, 96836, 0.20, 55.70, 10.00, 86.23, 11.4, 34.982745, -97.520800, 0.3
08:43:09, 426, 49, 96810, 0.30, 52.70, 10.02, 86.12, 11.3, 34.982747, -97.520797, 0.5
08:43:10, 426, 49, 96810, 0.30, 10.90, 10.00, 86.03, 11.3, 34.982748, -97.520793, 0.5
08:43:11, 426, 49, 96806, 0.50, 6.80, 10.02, 86.01, 11.3, 34.982753, -97.520793, 0.5
08:43:12, 427, 50, 96798, 0.50, 23.00, 9.96, 85.98, 11.3, 34.982758, -97.520792, 0.5
08:43:13, 427, 50, 96798, 0.30, 22.00, 9.96, 85.96, 11.3, 34.982762, -97.520788, 0.5
08:43:14, 427, 50, 96792, 0.10, 302.10, 10.02, 85.93, 11.3, 34.982763, -97.520788, 0.4
08:43:15, 427, 50, 96790, 0.10, 273.50, 10.06, 85.92, 11.3, 34.982765, -97.520790, 0.4
08:43:16, 427, 50, 96792, 0.10, 211.50, 10.12, 85.78, 11.3, 34.982765, -97.520790, 0.3
08:43:17, 427, 50, 96792, 0.10, 222.10, 10.16, 85.68, 11.3, 34.982765, -97.520792, 0.2
08:43:18, 428, 51, 96778, 0.00, 316.90, 10.16, 85.57, 11.3, 34.982763, -97.520792, 0.3
