Co2 Data from 2017/4/7 8:30:32
Sensor is K30 FR from Co2meter.com, In Blue Box

Time(Unix)	Co2(ppm)
1491555797	216
1491555798	940
1491555799	470
1491555800	67
1491555801	1132
1491555802	1132
1491555803	892
1491555804	892
1491555805	76
1491555806	160
1491555807	160
1491555808	160
1491555810	65504
1491555811	287
1491555812	595
1491555813	645
1491555814	857
1491555815	1852
1491555816	186
1491555817	213
1491555818	314
1491555819	1676
1491555820	65469
1491555822	65469
1491555823	65444
1491555824	136
1491555825	211
1491555826	1397
1491555827	63
1491555828	141
1491555829	141
1491555830	141
1491555831	141
1491555833	141
1491555834	141
1491555835	65534
1491555836	227
1491555837	333
1491555838	171
1491555839	1577
1491555840	2167
1491555841	2268
