Local time, Altitude (m MSL), Altitude (m AGL), Pressure (Pascal), Speed (m/s), Heading (degrees), Temperature (C), Relative humidity (%), Internal temperature (C), Latitude, Longitude, Rise speed (m/s)
07:59:03, 402, 45, 98432, 0.10, 224.00, 5.06, 82.11, 6.7, 34.982810, -97.520818, 0.5
07:59:04, 403, 46, 98426, 0.10, 214.30, 5.10, 81.93, 6.8, 34.982810, -97.520818, 0.5
07:59:05, 404, 47, 98414, 0.00, 205.50, 5.18, 81.72, 6.8, 34.982808, -97.520818, 0.6
07:59:06, 404, 47, 98412, 0.10, 196.80, 5.24, 81.54, 6.8, 34.982808, -97.520818, 0.5
07:59:07, 404, 47, 98404, 0.00, 147.20, 5.30, 81.31, 6.9, 34.982807, -97.520818, 0.6
07:59:08, 405, 48, 98398, 0.00, 143.30, 5.36, 81.08, 6.9, 34.982807, -97.520818, 0.6
07:59:09, 405, 48, 98394, 0.00, 135.40, 5.42, 80.84, 6.9, 34.982805, -97.520818, 0.5
07:59:10, 407, 50, 98380, 0.00, 250.80, 5.48, 80.61, 7.0, 34.982805, -97.520818, 0.6
07:59:11, 407, 50, 98378, 0.20, 155.20, 5.52, 80.34, 7.0, 34.982805, -97.520818, 0.6
07:59:12, 407, 50, 98374, 0.10, 201.60, 5.58, 80.11, 7.0, 34.982803, -97.520817, 0.5
07:59:13, 408, 51, 98366, 0.10, 282.50, 5.62, 79.82, 7.0, 34.982803, -97.520818, 0.6
07:59:14, 408, 51, 98368, 0.10, 275.60, 5.68, 79.62, 7.1, 34.982803, -97.520818, 0.5
07:59:15, 408, 51, 98358, 0.20, 257.30, 5.70, 79.35, 7.1, 34.982803, -97.520822, 0.5
07:59:16, 409, 52, 98350, 0.10, 248.10, 5.74, 79.11, 7.1, 34.982803, -97.520823, 0.5
07:59:17, 410, 53, 98342, 0.10, 155.60, 5.76, 78.86, 7.1, 34.982803, -97.520823, 0.5
07:59:18, 410, 53, 98342, 0.10, 139.90, 5.80, 78.65, 7.2, 34.982802, -97.520823, 0.5
07:59:19, 411, 54, 98322, 0.10, 160.80, 5.82, 78.44, 7.2, 34.982802, -97.520822, 0.6
07:59:20, 411, 54, 98330, 0.10, 170.50, 5.86, 78.21, 7.2, 34.982800, -97.520822, 0.5
07:59:21, 411, 54, 98322, 0.10, 166.80, 5.90, 77.99, 7.2, 34.982798, -97.520820, 0.5
07:59:22, 412, 55, 98320, 0.10, 174.70, 5.92, 77.78, 7.3, 34.982797, -97.520820, 0.5
07:59:23, 412, 55, 98312, 0.10, 191.20, 5.98, 77.54, 7.3, 34.982797, -97.520820, 0.4
07:59:24, 413, 56, 98306, 0.10, 219.30, 5.98, 77.34, 7.3, 34.982795, -97.520822, 0.5
07:59:25, 414, 57, 98296, 0.10, 231.00, 5.98, 77.16, 7.3, 34.982795, -97.520823, 0.5
07:59:26, 415, 58, 98284, 0.10, 233.30, 5.98, 76.97, 7.3, 34.982795, -97.520825, 0.5
07:59:27, 414, 57, 98286, 0.20, 227.40, 6.00, 76.76, 7.3, 34.982793, -97.520827, 0.5
07:59:28, 415, 58, 98282, 0.10, 228.20, 6.02, 76.57, 7.4, 34.982792, -97.520827, 0.5
07:59:29, 415, 58, 98282, 0.00, 229.10, 6.04, 76.39, 7.4, 34.982790, -97.520825, 0.4
07:59:30, 417, 60, 98260, 0.00, 0.90, 6.06, 76.23, 7.4, 34.982790, -97.520823, 0.6
07:59:31, 417, 60, 98262, 0.00, 37.60, 6.06, 76.07, 7.4, 34.982792, -97.520822, 0.4
07:59:32, 418, 61, 98246, 0.00, 180.70, 6.06, 75.92, 7.4, 34.982792, -97.520822, 0.6
07:59:33, 417, 60, 98256, 0.00, 186.70, 6.08, 75.76, 7.4, 34.982790, -97.520822, 0.5
07:59:34, 418, 61, 98242, 0.10, 187.50, 6.10, 75.63, 7.4, 34.982790, -97.520822, 0.6
07:59:35, 420, 63, 98224, 0.10, 190.60, 6.12, 75.48, 7.4, 34.982788, -97.520822, 0.6
07:59:36, 420, 63, 98226, 0.10, 198.80, 6.12, 75.37, 7.5, 34.982787, -97.520822, 0.6
07:59:37, 419, 62, 98230, 0.10, 213.10, 6.14, 75.30, 7.5, 34.982785, -97.520823, 0.5
07:59:38, 420, 63, 98216, 0.10, 221.80, 6.14, 75.17, 7.5, 34.982785, -97.520825, 0.5
07:59:39, 421, 64, 98210, 0.10, 226.40, 6.16, 75.07, 7.5, 34.982785, -97.520825, 0.5
07:59:40, 422, 65, 98198, 0.00, 224.90, 6.18, 74.91, 7.5, 34.982783, -97.520827, 0.6
07:59:41, 423, 66, 98188, 0.00, 231.60, 6.20, 74.81, 7.5, 34.982783, -97.520827, 0.7
07:59:42, 423, 66, 98188, 0.20, 254.30, 6.22, 74.71, 7.5, 34.982783, -97.520828, 0.5
07:59:43, 424, 67, 98176, 0.00, 144.30, 6.24, 74.58, 7.5, 34.982783, -97.520830, 0.6
07:59:44, 424, 67, 98176, 0.00, 129.40, 6.26, 74.48, 7.6, 34.982783, -97.520830, 0.5
07:59:45, 425, 68, 98168, 0.00, 113.60, 6.28, 74.35, 7.6, 34.982783, -97.520830, 0.6
07:59:46, 425, 68, 98168, 0.00, 181.70, 6.30, 74.22, 7.6, 34.982783, -97.520828, 0.5
07:59:47, 426, 69, 98152, 0.00, 188.30, 6.30, 74.11, 7.6, 34.982782, -97.520828, 0.5
07:59:48, 426, 69, 98152, 0.00, 208.90, 6.32, 73.98, 7.6, 34.982780, -97.520827, 0.5
07:59:49, 426, 69, 98148, 0.00, 232.00, 6.34, 73.89, 7.6, 34.982780, -97.520827, 0.6
07:59:50, 427, 70, 98136, 0.10, 269.70, 6.34, 73.80, 7.6, 34.982780, -97.520828, 0.6
07:59:51, 428, 71, 98130, 0.00, 262.80, 6.38, 73.68, 7.7, 34.982780, -97.520828, 0.6
07:59:52, 429, 72, 98118, 0.10, 240.70, 6.40, 73.58, 7.7, 34.982780, -97.520830, 0.6
07:59:53, 428, 71, 98128, 0.00, 223.60, 6.44, 73.45, 7.7, 34.982780, -97.520830, 0.4
07:59:54, 428, 71, 98122, 0.10, 195.90, 6.48, 73.32, 7.8, 34.982778, -97.520830, 0.5
07:59:55, 429, 72, 98114, 0.00, 150.10, 6.54, 73.16, 7.8, 34.982777, -97.520828, 0.4
07:59:57, 430, 73, 98108, 0.10, 179.70, 6.58, 73.03, 7.8, 34.982777, -97.520828, 0.5
07:59:57, 431, 74, 98088, 0.10, 187.10, 6.60, 72.88, 7.8, 34.982773, -97.520827, 0.6
07:59:59, 431, 74, 98094, 0.10, 272.50, 6.62, 72.73, 7.9, 34.982773, -97.520825, 0.5
07:59:59, 431, 74, 98094, 0.10, 222.90, 6.64, 72.57, 7.9, 34.982772, -97.520823, 0.4
08:00:01, 431, 74, 98090, 0.00, 230.90, 6.66, 72.42, 7.9, 34.982772, -97.520823, 0.4
08:00:02, 432, 75, 98076, 0.00, 200.80, 6.66, 72.26, 7.9, 34.982770, -97.520822, 0.5
08:00:03, 433, 76, 98070, 0.10, 216.70, 6.68, 72.19, 7.9, 34.982768, -97.520820, 0.5
08:00:04, 433, 76, 98064, 0.10, 205.30, 6.70, 72.03, 7.9, 34.982767, -97.520820, 0.5
08:00:05, 434, 77, 98054, 0.10, 201.50, 6.72, 71.91, 8.0, 34.982765, -97.520820, 0.5
08:00:06, 435, 78, 98050, 0.10, 204.70, 6.72, 71.74, 8.0, 34.982763, -97.520818, 0.6
08:00:07, 436, 79, 98038, 0.10, 197.00, 6.74, 71.65, 8.0, 34.982762, -97.520817, 0.6
08:00:08, 436, 79, 98032, 0.00, 203.00, 6.74, 71.49, 8.0, 34.982762, -97.520817, 0.6
08:00:09, 436, 79, 98028, 0.00, 206.20, 6.76, 71.41, 8.0, 34.982760, -97.520815, 0.6
08:00:10, 436, 79, 98030, 0.00, 242.40, 6.78, 71.28, 8.0, 34.982760, -97.520813, 0.4
08:00:12, 438, 81, 98006, 0.00, 234.70, 6.80, 71.04, 8.1, 34.982758, -97.520813, 0.6
08:00:13, 438, 81, 98004, 0.10, 280.90, 6.82, 70.94, 8.1, 34.982758, -97.520815, 0.6
08:00:15, 440, 83, 97988, 0.20, 256.60, 6.84, 70.74, 8.1, 34.982757, -97.520817, 0.6
08:00:16, 440, 83, 97986, 0.10, 250.80, 6.86, 70.66, 8.1, 34.982755, -97.520817, 0.6
08:00:17, 441, 84, 97980, 0.10, 250.80, 6.88, 70.56, 8.1, 34.982755, -97.520815, 0.5
08:00:18, 440, 83, 97982, 0.10, 246.00, 6.90, 70.43, 8.1, 34.982753, -97.520813, 0.5
08:00:20, 442, 85, 97966, 0.10, 199.50, 6.92, 70.22, 8.2, 34.982748, -97.520810, 0.5
08:00:22, 443, 86, 97956, 0.20, 190.60, 6.96, 70.01, 8.2, 34.982745, -97.520808, 0.5
08:00:24, 444, 87, 97944, 0.10, 191.80, 7.00, 69.83, 8.2, 34.982745, -97.520808, 0.4
08:00:25, 445, 88, 97926, 0.10, 208.10, 7.02, 69.73, 8.2, 34.982745, -97.520807, 0.6
08:00:26, 445, 88, 97932, 0.10, 208.30, 7.04, 69.65, 8.2, 34.982745, -97.520807, 0.5
08:00:27, 445, 88, 97926, 0.00, 209.90, 7.06, 69.55, 8.3, 34.982745, -97.520807, 0.4
08:00:28, 445, 88, 97928, 0.00, 265.10, 7.08, 69.45, 8.3, 34.982745, -97.520805, 0.4
08:00:30, 447, 90, 97900, 0.10, 273.60, 7.16, 69.21, 8.4, 34.982745, -97.520805, 0.6
08:00:31, 447, 90, 97910, 0.10, 239.00, 7.20, 69.14, 8.4, 34.982745, -97.520805, 0.5
08:00:32, 448, 91, 97896, 0.10, 234.50, 7.24, 69.04, 8.4, 34.982743, -97.520803, 0.5
08:00:33, 449, 92, 97878, 0.10, 223.80, 7.24, 68.88, 8.4, 34.982743, -97.520802, 0.6
08:00:34, 449, 92, 97882, 0.10, 199.00, 7.26, 68.77, 8.4, 34.982742, -97.520800, 0.5
08:00:35, 450, 93, 97870, 0.10, 182.40, 7.26, 68.65, 8.4, 34.982742, -97.520798, 0.6
08:00:36, 451, 94, 97858, 0.00, 182.40, 7.24, 68.51, 8.4, 34.982742, -97.520798, 0.6
08:00:37, 451, 94, 97860, 0.10, 291.50, 7.24, 68.41, 8.4, 34.982742, -97.520798, 0.5
08:00:38, 452, 95, 97848, 0.10, 296.00, 7.22, 68.33, 8.4, 34.982742, -97.520800, 0.6
08:00:39, 451, 94, 97860, 0.10, 315.60, 7.22, 68.25, 8.4, 34.982743, -97.520800, 0.5
08:00:40, 451, 94, 97860, 0.00, 315.60, 7.20, 68.17, 8.4, 34.982743, -97.520800, 0.5
08:00:41, 450, 93, 97866, 0.00, 26.50, 7.16, 68.12, 8.4, 34.982743, -97.520800, 0.4
08:00:42, 449, 92, 97876, 0.00, 26.50, 7.10, 68.04, 8.4, 34.982745, -97.520798, 0.2
08:00:43, 450, 93, 97874, 0.20, 95.60, 7.04, 67.99, 8.3, 34.982743, -97.520793, 0.3
08:00:44, 450, 93, 97870, 0.30, 95.60, 7.04, 67.99, 8.3, 34.982742, -97.520792, 0.2
08:00:45, 451, 94, 97858, 0.10, 203.60, 7.02, 67.96, 8.2, 34.982740, -97.520788, 0.1
08:00:46, 450, 93, 97866, 0.20, 101.40, 6.98, 67.96, 8.1, 34.982742, -97.520787, 0.1
08:00:47, 449, 92, 97878, 0.00, 90.00, 6.92, 67.98, 8.1, 34.982743, -97.520787, -0.1
08:00:48, 449, 92, 97880, 0.10, 304.00, 6.90, 68.01, 8.1, 34.982745, -97.520787, -0.2
08:00:49, 450, 93, 97872, 0.10, 312.20, 6.90, 68.07, 8.0, 34.982747, -97.520788, -0.1
08:00:50, 450, 93, 97874, 0.10, 321.50, 6.90, 68.11, 8.0, 34.982750, -97.520788, -0.2
08:00:51, 450, 93, 97872, 0.10, 291.00, 6.90, 68.17, 7.9, 34.982752, -97.520790, -0.1
08:00:52, 450, 93, 97870, 0.00, 263.40, 6.90, 68.22, 7.9, 34.982752, -97.520792, -0.1
08:00:53, 449, 92, 97878, 0.00, 206.50, 6.90, 68.24, 7.9, 34.982753, -97.520792, -0.1
08:00:54, 450, 93, 97872, 0.00, 104.30, 6.90, 68.27, 7.9, 34.982753, -97.520792, 0.0
08:00:55, 451, 94, 97862, 0.00, 67.00, 6.92, 68.30, 7.9, 34.982753, -97.520790, 0.1
08:00:56, 450, 93, 97874, 0.00, 86.20, 6.94, 68.30, 7.9, 34.982753, -97.520790, -0.0
08:00:57, 449, 92, 97880, 0.00, 92.00, 6.98, 68.30, 7.9, 34.982753, -97.520790, -0.2
08:00:58, 449, 92, 97878, 0.10, 95.60, 7.00, 68.30, 7.9, 34.982753, -97.520787, -0.1
08:00:59, 449, 92, 97884, 0.10, 121.20, 7.00, 68.30, 7.9, 34.982753, -97.520785, -0.0
08:01:00, 450, 93, 97872, 0.10, 162.30, 7.00, 68.30, 7.9, 34.982753, -97.520783, 0.1
08:01:01, 449, 92, 97878, 0.10, 164.80, 7.00, 68.30, 7.8, 34.982753, -97.520782, -0.0
08:01:02, 450, 93, 97866, 0.00, 175.80, 6.98, 68.30, 7.8, 34.982755, -97.520780, 0.1
08:01:03, 450, 93, 97872, 0.00, 101.80, 6.94, 68.27, 7.8, 34.982755, -97.520780, 0.0
08:01:10, 450, 93, 97868, 0.00, 142.30, 7.00, 68.22, 7.8, 34.982757, -97.520768, 0.1
08:01:11, 452, 95, 97848, 0.00, 236.30, 6.98, 68.22, 7.8, 34.982758, -97.520768, 0.3
08:01:12, 450, 93, 97864, 0.00, 285.50, 6.96, 68.22, 7.8, 34.982758, -97.520768, 0.1
08:01:13, 451, 94, 97862, 0.00, 287.40, 6.94, 68.22, 7.8, 34.982758, -97.520768, 0.1
08:01:14, 452, 95, 97850, 0.00, 289.10, 6.96, 68.22, 7.8, 34.982760, -97.520767, 0.1
08:01:15, 452, 95, 97844, 0.00, 290.50, 6.98, 68.22, 7.8, 34.982763, -97.520767, 0.2
08:01:16, 453, 96, 97834, 0.00, 289.70, 7.02, 68.20, 7.8, 34.982763, -97.520768, 0.2
08:01:17, 453, 96, 97834, 0.00, 288.90, 7.04, 68.22, 7.8, 34.982763, -97.520770, 0.2
08:01:18, 454, 97, 97824, 0.00, 267.00, 7.06, 68.20, 7.8, 34.982763, -97.520770, 0.3
08:01:19, 453, 96, 97834, 0.00, 257.30, 7.06, 68.17, 7.9, 34.982763, -97.520767, 0.2
08:01:20, 454, 97, 97824, 0.00, 126.50, 7.06, 68.14, 7.8, 34.982763, -97.520765, 0.2
08:01:21, 453, 96, 97834, 0.00, 174.60, 7.06, 68.09, 7.9, 34.982763, -97.520765, 0.2
08:01:22, 454, 97, 97828, 0.00, 53.10, 7.06, 68.07, 7.9, 34.982763, -97.520763, 0.2
08:01:23, 453, 96, 97834, 0.00, 11.00, 7.08, 68.04, 7.9, 34.982763, -97.520762, 0.2
08:01:24, 453, 96, 97836, 0.00, 358.70, 7.10, 67.99, 7.9, 34.982763, -97.520762, 0.1
08:01:25, 454, 97, 97826, 0.00, 51.10, 7.14, 67.96, 7.9, 34.982763, -97.520760, 0.3
08:01:26, 454, 97, 97826, 0.00, 8.70, 7.16, 67.97, 7.9, 34.982763, -97.520760, 0.2
08:01:27, 454, 97, 97828, 0.00, 258.70, 7.16, 67.91, 7.9, 34.982763, -97.520760, 0.1
08:01:28, 454, 97, 97822, 0.00, 256.40, 7.14, 67.83, 7.9, 34.982763, -97.520760, 0.1
08:01:29, 454, 97, 97828, 0.00, 12.90, 7.12, 67.79, 7.9, 34.982763, -97.520760, 0.0
08:01:30, 453, 96, 97834, 0.00, 57.60, 7.10, 67.73, 7.9, 34.982763, -97.520760, 0.0
08:01:31, 454, 97, 97826, 0.00, 54.40, 7.08, 67.73, 7.9, 34.982765, -97.520758, -0.0
08:01:32, 454, 97, 97822, 0.00, 34.90, 7.06, 67.68, 7.9, 34.982765, -97.520757, 0.1
08:01:33, 453, 96, 97834, 0.00, 332.10, 7.04, 67.68, 7.9, 34.982765, -97.520758, -0.1
08:01:34, 454, 97, 97822, 0.00, 271.00, 7.04, 67.68, 7.9, 34.982765, -97.520758, 0.1
08:01:35, 454, 97, 97820, 0.00, 2.90, 7.02, 67.65, 7.9, 34.982767, -97.520758, 0.1
08:01:36, 454, 97, 97828, 0.00, 53.60, 6.98, 67.65, 7.9, 34.982768, -97.520758, 0.0
08:01:37, 453, 96, 97834, 0.00, 105.90, 6.94, 67.67, 7.9, 34.982768, -97.520760, 0.0
08:01:38, 454, 97, 97822, 0.00, 130.70, 6.92, 67.70, 7.8, 34.982768, -97.520760, 0.0
08:01:39, 454, 97, 97828, 0.00, 88.60, 6.90, 67.72, 7.8, 34.982768, -97.520760, -0.0
08:01:40, 453, 96, 97834, 0.00, 81.90, 6.90, 67.78, 7.8, 34.982767, -97.520760, -0.0
08:01:41, 454, 97, 97820, 0.00, 67.80, 6.90, 67.81, 7.8, 34.982767, -97.520760, 0.0
08:01:42, 454, 97, 97820, 0.00, 83.90, 6.90, 67.85, 7.8, 34.982768, -97.520760, 0.1
08:01:43, 454, 97, 97828, 0.00, 51.00, 6.90, 67.88, 7.8, 34.982768, -97.520760, 0.0
08:01:44, 453, 96, 97830, 0.00, 237.20, 6.90, 67.91, 7.8, 34.982768, -97.520760, -0.0
08:01:45, 454, 97, 97826, 0.00, 210.80, 6.90, 67.96, 7.8, 34.982770, -97.520760, -0.0
08:01:46, 454, 97, 97826, 0.00, 98.50, 6.90, 67.96, 7.8, 34.982772, -97.520758, 0.1
08:01:47, 453, 96, 97838, 0.00, 131.00, 6.90, 67.98, 7.8, 34.982772, -97.520755, -0.1
08:01:48, 452, 95, 97844, 0.00, 111.00, 6.90, 68.01, 7.7, 34.982773, -97.520753, -0.1
08:01:49, 452, 95, 97846, 0.00, 87.50, 6.90, 68.01, 7.7, 34.982775, -97.520750, -0.1
08:01:50, 452, 95, 97850, 0.00, 78.60, 6.90, 68.01, 7.7, 34.982777, -97.520748, -0.2
08:01:51, 451, 94, 97854, 0.00, 82.10, 6.90, 68.04, 7.7, 34.982780, -97.520745, -0.2
08:01:52, 452, 95, 97846, 0.00, 79.50, 6.90, 68.07, 7.7, 34.982782, -97.520742, -0.1
08:01:53, 451, 94, 97860, 0.00, 77.50, 6.90, 68.07, 7.7, 34.982783, -97.520740, -0.3
08:01:54, 452, 95, 97842, 0.00, 174.10, 6.90, 68.07, 7.7, 34.982783, -97.520740, -0.2
08:01:55, 451, 94, 97856, 0.00, 206.50, 6.90, 68.07, 7.7, 34.982783, -97.520742, -0.2
08:01:56, 450, 93, 97864, 0.00, 209.20, 6.90, 68.09, 7.7, 34.982783, -97.520742, -0.2
08:01:57, 450, 93, 97870, 0.00, 93.90, 6.90, 68.09, 7.7, 34.982785, -97.520740, -0.3
08:01:58, 450, 93, 97874, 0.00, 67.40, 6.90, 68.09, 7.7, 34.982787, -97.520738, -0.3
08:01:59, 451, 94, 97856, 0.00, 75.20, 6.90, 68.11, 7.7, 34.982788, -97.520737, -0.1
08:02:00, 450, 93, 97870, 0.00, 77.50, 6.92, 68.11, 7.7, 34.982788, -97.520737, -0.2
08:02:01, 449, 92, 97882, 0.00, 72.50, 6.92, 68.11, 7.7, 34.982788, -97.520737, -0.3
08:02:02, 448, 91, 97892, 0.00, 65.90, 6.94, 68.11, 7.7, 34.982788, -97.520737, -0.3
08:02:03, 448, 91, 97892, 0.00, 57.90, 6.94, 68.11, 7.7, 34.982788, -97.520735, -0.3
08:02:04, 448, 91, 97894, 0.00, 63.20, 6.96, 68.11, 7.7, 34.982790, -97.520735, -0.3
08:02:05, 449, 92, 97884, 0.00, 46.50, 6.98, 68.09, 7.7, 34.982790, -97.520735, -0.2
08:02:06, 448, 91, 97890, 0.00, 45.50, 6.98, 68.09, 7.7, 34.982790, -97.520735, -0.3
08:02:07, 448, 91, 97894, 0.10, 54.00, 7.00, 68.07, 7.7, 34.982790, -97.520733, -0.3
08:02:08, 447, 90, 97902, 0.10, 54.50, 7.00, 68.07, 7.7, 34.982792, -97.520733, -0.3
08:02:09, 446, 89, 97920, 0.10, 68.30, 7.00, 68.07, 7.7, 34.982792, -97.520732, -0.4
08:02:10, 446, 89, 97918, 0.10, 85.90, 7.00, 68.04, 7.7, 34.982792, -97.520730, -0.3
08:02:11, 445, 88, 97930, 0.20, 122.40, 7.00, 68.01, 7.7, 34.982792, -97.520728, -0.5
08:02:12, 445, 88, 97930, 0.20, 115.10, 7.02, 68.01, 7.7, 34.982790, -97.520725, -0.4
08:02:13, 444, 87, 97934, 0.20, 143.30, 7.02, 68.04, 7.7, 34.982788, -97.520723, -0.4
08:02:14, 443, 86, 97948, 0.20, 125.60, 7.04, 68.01, 7.7, 34.982787, -97.520722, -0.4
08:02:15, 442, 85, 97966, 0.20, 118.50, 7.04, 67.99, 7.7, 34.982785, -97.520720, -0.5
08:02:16, 442, 85, 97960, 0.20, 111.80, 7.04, 67.99, 7.7, 34.982785, -97.520718, -0.5
08:02:17, 440, 83, 97984, 0.10, 108.90, 7.04, 67.96, 7.7, 34.982787, -97.520717, -0.7
08:02:18, 441, 84, 97974, 0.10, 113.30, 7.04, 67.94, 7.7, 34.982788, -97.520715, -0.6
08:02:19, 439, 82, 97996, 0.20, 110.50, 7.04, 67.94, 7.7, 34.982788, -97.520715, -0.7
08:02:20, 439, 82, 97994, 0.20, 94.80, 7.04, 67.91, 7.7, 34.982790, -97.520713, -0.7
08:02:21, 440, 83, 97986, 0.20, 45.60, 7.06, 67.88, 7.7, 34.982792, -97.520712, -0.5
08:02:22, 440, 83, 97992, 0.20, 44.50, 7.06, 67.88, 7.7, 34.982792, -97.520710, -0.5
08:02:23, 439, 82, 98000, 0.20, 102.50, 7.06, 67.86, 7.7, 34.982793, -97.520708, -0.5
08:02:24, 439, 82, 97994, 0.20, 85.60, 7.06, 67.83, 7.7, 34.982793, -97.520707, -0.5
08:02:25, 439, 82, 98002, 0.30, 86.50, 7.06, 67.83, 7.7, 34.982795, -97.520703, -0.5
08:02:26, 437, 80, 98024, 0.30, 87.30, 7.06, 67.83, 7.7, 34.982797, -97.520700, -0.5
08:02:27, 438, 81, 98012, 0.20, 86.90, 7.04, 67.83, 7.7, 34.982797, -97.520698, -0.4
08:02:28, 436, 79, 98034, 0.20, 84.50, 7.02, 67.83, 7.7, 34.982798, -97.520695, -0.5
08:02:29, 436, 79, 98034, 0.20, 82.00, 7.00, 67.81, 7.7, 34.982800, -97.520693, -0.4
08:02:30, 435, 78, 98048, 0.20, 55.50, 6.98, 67.85, 7.7, 34.982800, -97.520690, -0.5
08:02:31, 434, 77, 98060, 0.20, 53.50, 6.92, 67.88, 7.7, 34.982802, -97.520687, -0.5
08:02:32, 434, 77, 98058, 0.20, 65.10, 6.90, 67.96, 7.6, 34.982803, -97.520685, -0.5
08:02:33, 433, 76, 98072, 0.10, 78.10, 6.90, 68.01, 7.6, 34.982805, -97.520683, -0.6
08:02:34, 432, 75, 98078, 0.10, 96.80, 6.86, 68.07, 7.6, 34.982805, -97.520682, -0.6
08:02:35, 433, 76, 98072, 0.10, 118.70, 6.84, 68.17, 7.6, 34.982805, -97.520680, -0.5
08:02:36, 431, 74, 98092, 0.10, 110.20, 6.80, 68.21, 7.6, 34.982803, -97.520678, -0.7
08:02:37, 431, 74, 98094, 0.20, 94.50, 6.78, 68.29, 7.6, 34.982803, -97.520677, -0.7
08:02:38, 430, 73, 98106, 0.20, 97.70, 6.78, 68.37, 7.6, 34.982803, -97.520673, -0.6
08:02:39, 430, 73, 98108, 0.10, 104.30, 6.76, 68.47, 7.6, 34.982802, -97.520672, -0.7
08:02:40, 429, 72, 98112, 0.10, 105.40, 6.74, 68.58, 7.6, 34.982803, -97.520672, -0.6
08:02:41, 429, 72, 98118, 0.10, 103.40, 6.72, 68.65, 7.5, 34.982803, -97.520673, -0.6
08:02:42, 428, 71, 98128, 0.10, 96.90, 6.70, 68.78, 7.5, 34.982805, -97.520675, -0.6
08:02:43, 428, 71, 98126, 0.10, 89.50, 6.68, 68.89, 7.5, 34.982807, -97.520677, -0.5
08:02:44, 427, 70, 98138, 0.10, 81.90, 6.66, 68.96, 7.5, 34.982807, -97.520680, -0.6
08:02:45, 427, 70, 98136, 0.00, 75.50, 6.64, 69.04, 7.5, 34.982808, -97.520682, -0.5
08:02:46, 428, 71, 98132, 0.00, 77.30, 6.62, 69.14, 7.5, 34.982808, -97.520680, -0.4
08:02:47, 426, 69, 98148, 0.00, 86.50, 6.60, 69.25, 7.5, 34.982808, -97.520680, -0.5
08:02:48, 425, 68, 98168, 0.00, 94.90, 6.58, 69.36, 7.5, 34.982808, -97.520680, -0.5
08:02:49, 425, 68, 98164, 0.00, 97.70, 6.56, 69.46, 7.4, 34.982807, -97.520678, -0.5
08:02:50, 424, 67, 98178, 0.00, 69.00, 6.54, 69.56, 7.4, 34.982807, -97.520678, -0.5
08:02:51, 424, 67, 98180, 0.00, 58.30, 6.52, 69.66, 7.4, 34.982807, -97.520677, -0.5
08:02:52, 423, 66, 98182, 0.00, 70.70, 6.50, 69.77, 7.4, 34.982808, -97.520677, -0.5
