Local time, Altitude (m MSL), Altitude (m AGL), Pressure (Pascal), Speed (m/s), Heading (degrees), Temperature (C), Relative humidity (%), Internal temperature (C), Latitude, Longitude, Rise speed (m/s)
09:06:42, 370, 13, 98886, 0.00, 356.30, 5.30, 80.44, 8.3, 34.982882, -97.520760, 0.4
09:06:43, 371, 14, 98872, 0.00, 295.90, 5.30, 80.81, 8.2, 34.982882, -97.520763, 0.5
09:06:44, 372, 15, 98858, 0.00, 290.10, 5.28, 81.08, 8.2, 34.982882, -97.520765, 0.6
09:06:45, 372, 15, 98854, 0.00, 289.90, 5.24, 81.24, 8.1, 34.982882, -97.520767, 0.6
09:06:46, 374, 17, 98834, 0.00, 289.70, 5.18, 81.31, 8.1, 34.982882, -97.520768, 0.7
09:06:47, 374, 17, 98832, 0.10, 266.70, 5.14, 81.36, 8.0, 34.982880, -97.520772, 0.7
09:06:48, 375, 18, 98822, 0.10, 276.90, 5.10, 81.40, 7.9, 34.982880, -97.520773, 0.7
09:06:49, 377, 20, 98796, 0.10, 276.40, 5.06, 81.49, 7.9, 34.982880, -97.520777, 0.8
09:06:50, 377, 20, 98792, 0.10, 276.80, 5.04, 81.54, 7.8, 34.982880, -97.520778, 0.8
09:06:51, 378, 21, 98782, 0.10, 277.90, 5.00, 81.62, 7.7, 34.982880, -97.520778, 0.8
09:06:52, 379, 22, 98776, 0.10, 279.50, 4.98, 81.66, 7.7, 34.982880, -97.520780, 0.9
09:06:53, 380, 23, 98762, 0.10, 280.60, 4.96, 81.74, 7.6, 34.982880, -97.520780, 0.9
09:06:54, 381, 24, 98748, 0.10, 280.60, 4.96, 81.79, 7.5, 34.982882, -97.520782, 1.0
09:06:55, 382, 25, 98742, 0.10, 279.00, 4.96, 81.84, 7.5, 34.982880, -97.520782, 0.9
09:06:56, 383, 26, 98732, 0.10, 277.70, 4.94, 81.92, 7.4, 34.982880, -97.520783, 0.9
09:06:57, 384, 27, 98720, 0.10, 277.10, 4.94, 81.95, 7.4, 34.982880, -97.520783, 0.9
09:06:58, 384, 27, 98710, 0.10, 277.00, 4.96, 82.00, 7.3, 34.982880, -97.520787, 0.9
09:06:59, 386, 29, 98696, 0.10, 276.70, 4.94, 82.03, 7.3, 34.982880, -97.520790, 0.9
09:07:00, 386, 29, 98690, 0.10, 276.70, 4.94, 82.08, 7.2, 34.982880, -97.520792, 0.9
09:07:01, 387, 30, 98682, 0.10, 277.70, 4.92, 82.08, 7.2, 34.982882, -97.520793, 0.9
09:07:02, 387, 30, 98678, 0.20, 279.30, 4.90, 82.13, 7.1, 34.982882, -97.520797, 0.8
09:07:03, 388, 31, 98666, 0.10, 280.70, 4.88, 82.16, 7.1, 34.982882, -97.520797, 0.8
09:07:04, 390, 33, 98650, 0.10, 282.50, 4.86, 82.21, 7.0, 34.982882, -97.520797, 0.9
09:07:05, 390, 33, 98642, 0.10, 292.00, 4.84, 82.29, 7.0, 34.982883, -97.520800, 0.8
09:07:06, 392, 35, 98624, 0.10, 275.30, 4.84, 82.32, 7.0, 34.982883, -97.520802, 0.9
09:07:07, 392, 35, 98618, 0.10, 246.30, 4.82, 82.33, 6.9, 34.982883, -97.520802, 0.9
09:07:08, 393, 36, 98610, 0.00, 206.00, 4.80, 82.41, 6.9, 34.982883, -97.520803, 0.9
09:07:09, 394, 37, 98592, 0.20, 280.50, 4.78, 82.49, 6.9, 34.982882, -97.520803, 0.9
09:07:10, 395, 38, 98582, 0.20, 260.30, 4.78, 82.59, 6.8, 34.982883, -97.520807, 0.9
09:07:11, 396, 39, 98574, 0.10, 243.00, 4.76, 82.67, 6.8, 34.982882, -97.520808, 0.9
09:07:15, 400, 43, 98530, 0.20, 272.60, 4.72, 82.98, 6.7, 34.982878, -97.520817, 1.0
09:07:19, 404, 47, 98476, 0.20, 348.70, 4.70, 83.36, 6.6, 34.982883, -97.520822, 1.0
09:07:20, 405, 48, 98470, 0.10, 292.20, 4.70, 83.41, 6.6, 34.982883, -97.520822, 1.0
09:07:21, 406, 49, 98456, 0.10, 240.60, 4.68, 83.46, 6.5, 34.982883, -97.520823, 1.0
09:07:22, 407, 50, 98448, 0.20, 218.20, 4.68, 83.51, 6.5, 34.982882, -97.520825, 1.0
09:07:23, 407, 50, 98448, 0.20, 223.20, 4.66, 83.56, 6.5, 34.982880, -97.520827, 0.9
09:07:24, 408, 51, 98432, 0.20, 259.10, 4.66, 83.62, 6.5, 34.982878, -97.520830, 0.9
09:07:25, 409, 52, 98422, 0.10, 261.30, 4.66, 83.63, 6.5, 34.982878, -97.520832, 0.9
09:07:26, 409, 52, 98424, 0.10, 276.30, 4.66, 83.69, 6.5, 34.982878, -97.520835, 0.9
09:07:27, 410, 53, 98412, 0.00, 280.50, 4.68, 83.72, 6.4, 34.982878, -97.520835, 0.9
09:07:28, 411, 54, 98400, 0.10, 262.30, 4.68, 83.78, 6.4, 34.982878, -97.520837, 0.9
09:07:29, 412, 55, 98386, 0.00, 29.10, 4.68, 83.78, 6.4, 34.982878, -97.520838, 0.9
09:07:30, 413, 56, 98378, 0.00, 53.40, 4.66, 83.78, 6.3, 34.982878, -97.520838, 0.9
09:07:31, 413, 56, 98370, 0.10, 344.40, 4.66, 83.76, 6.3, 34.982880, -97.520837, 0.9
09:07:32, 414, 57, 98360, 0.10, 318.90, 4.70, 83.83, 6.3, 34.982880, -97.520837, 0.8
09:07:33, 415, 58, 98348, 0.10, 293.70, 4.74, 83.83, 6.3, 34.982882, -97.520838, 0.8
09:07:34, 416, 59, 98342, 0.10, 295.40, 4.80, 83.83, 6.3, 34.982882, -97.520840, 0.7
09:07:35, 417, 60, 98326, 0.00, 264.40, 4.86, 83.85, 6.3, 34.982882, -97.520842, 0.8
09:07:36, 418, 61, 98320, 0.00, 283.80, 4.94, 83.81, 6.3, 34.982882, -97.520842, 0.8
09:07:37, 418, 61, 98318, 0.00, 196.60, 5.00, 83.74, 6.3, 34.982882, -97.520843, 0.7
09:07:38, 418, 61, 98310, 0.00, 26.50, 5.02, 83.67, 6.3, 34.982882, -97.520843, 0.7
09:07:39, 419, 62, 98302, 0.30, 319.20, 5.04, 83.56, 6.3, 34.982882, -97.520843, 0.8
09:07:40, 420, 63, 98288, 0.30, 332.70, 5.02, 83.46, 6.3, 34.982885, -97.520845, 0.8
09:07:41, 421, 64, 98284, 0.00, 5.50, 5.02, 83.33, 6.3, 34.982887, -97.520843, 0.8
09:07:42, 421, 64, 98280, 0.00, 340.30, 5.12, 83.23, 6.3, 34.982888, -97.520842, 0.7
09:07:43, 422, 65, 98264, 0.10, 285.40, 5.22, 83.13, 6.3, 34.982888, -97.520843, 0.7
09:07:44, 422, 65, 98262, 0.10, 301.10, 5.34, 83.07, 6.3, 34.982890, -97.520842, 0.7
09:07:45, 423, 66, 98254, 0.00, 281.00, 5.48, 82.85, 6.4, 34.982890, -97.520842, 0.7
09:07:46, 424, 67, 98244, 0.00, 197.60, 5.58, 82.63, 6.4, 34.982890, -97.520840, 0.7
09:07:47, 424, 67, 98240, 0.00, 111.30, 5.66, 82.36, 6.5, 34.982890, -97.520840, 0.7
09:07:48, 426, 69, 98226, 0.00, 47.40, 5.72, 82.14, 6.5, 34.982890, -97.520838, 0.7
09:07:49, 426, 69, 98226, 0.10, 278.40, 5.76, 81.83, 6.5, 34.982890, -97.520840, 0.6
09:07:50, 426, 69, 98216, 0.10, 273.10, 5.78, 81.54, 6.6, 34.982890, -97.520843, 0.7
09:07:51, 427, 70, 98208, 0.30, 274.40, 5.76, 81.24, 6.6, 34.982890, -97.520847, 0.7
09:07:52, 428, 71, 98200, 0.20, 290.40, 5.72, 80.98, 6.6, 34.982892, -97.520847, 0.7
09:07:53, 429, 72, 98186, 0.00, 358.10, 5.68, 80.73, 6.6, 34.982892, -97.520847, 0.7
09:07:54, 428, 71, 98196, 0.00, 89.50, 5.62, 80.52, 6.6, 34.982893, -97.520845, 0.6
09:07:55, 429, 72, 98180, 0.00, 137.20, 5.58, 80.39, 6.6, 34.982893, -97.520843, 0.7
09:07:56, 429, 72, 98180, 0.00, 248.50, 5.54, 80.25, 6.6, 34.982893, -97.520842, 0.6
09:07:57, 431, 74, 98162, 0.10, 285.30, 5.46, 80.14, 6.6, 34.982893, -97.520843, 0.7
09:07:58, 432, 75, 98152, 0.10, 312.20, 5.42, 80.06, 6.6, 34.982893, -97.520843, 0.7
09:07:59, 432, 75, 98148, 0.00, 247.80, 5.42, 80.03, 6.6, 34.982895, -97.520843, 0.6
09:08:00, 433, 76, 98138, 0.00, 212.30, 5.38, 80.03, 6.6, 34.982893, -97.520843, 0.7
09:08:01, 434, 77, 98128, 0.10, 233.00, 5.42, 80.01, 6.6, 34.982893, -97.520843, 0.6
09:08:02, 434, 77, 98124, 0.00, 323.60, 5.54, 80.05, 6.6, 34.982893, -97.520843, 0.7
09:08:03, 435, 78, 98110, 0.00, 300.60, 5.60, 80.02, 6.6, 34.982895, -97.520843, 0.7
09:08:04, 437, 80, 98096, 0.00, 135.50, 5.66, 79.94, 6.6, 34.982895, -97.520842, 0.7
09:08:05, 436, 79, 98100, 0.10, 321.00, 5.62, 79.83, 6.6, 34.982897, -97.520842, 0.7
09:08:06, 436, 79, 98098, 0.10, 332.20, 5.62, 79.76, 6.6, 34.982898, -97.520840, 0.6
09:08:07, 437, 80, 98092, 0.10, 305.70, 5.62, 79.65, 6.6, 34.982900, -97.520840, 0.7
09:08:08, 438, 81, 98078, 0.00, 39.40, 5.64, 79.60, 6.6, 34.982900, -97.520838, 0.7
09:08:09, 439, 82, 98072, 0.00, 299.80, 5.60, 79.52, 6.6, 34.982900, -97.520838, 0.7
09:08:10, 440, 83, 98058, 0.00, 279.10, 5.54, 79.44, 6.6, 34.982900, -97.520837, 0.7
09:08:11, 441, 84, 98048, 0.10, 212.70, 5.54, 79.39, 6.6, 34.982900, -97.520838, 0.7
09:08:12, 441, 84, 98048, 0.10, 229.80, 5.52, 79.36, 6.6, 34.982898, -97.520838, 0.7
09:08:13, 441, 84, 98040, 0.30, 250.30, 5.50, 79.32, 6.6, 34.982897, -97.520840, 0.6
09:08:14, 442, 85, 98038, 0.30, 282.90, 5.48, 79.32, 6.6, 34.982897, -97.520843, 0.6
09:08:15, 443, 86, 98026, 0.00, 358.10, 5.52, 79.39, 6.6, 34.982898, -97.520845, 0.6
09:08:16, 444, 87, 98012, 0.10, 336.00, 5.58, 79.36, 6.6, 34.982900, -97.520845, 0.6
09:08:17, 444, 87, 98008, 0.10, 2.60, 5.72, 79.37, 6.6, 34.982900, -97.520845, 0.6
09:08:18, 445, 88, 97998, 0.10, 39.40, 5.82, 79.29, 6.6, 34.982902, -97.520843, 0.7
09:08:19, 446, 89, 97988, 0.10, 73.20, 5.86, 79.25, 6.7, 34.982903, -97.520842, 0.7
09:08:20, 446, 89, 97988, 0.00, 106.10, 5.86, 79.09, 6.7, 34.982903, -97.520840, 0.7
09:08:21, 447, 90, 97970, 0.00, 172.50, 5.84, 78.92, 6.7, 34.982903, -97.520840, 0.7
09:08:22, 448, 91, 97966, 0.10, 217.30, 5.84, 78.79, 6.7, 34.982902, -97.520838, 0.7
09:08:23, 448, 91, 97960, 0.10, 260.50, 5.84, 78.69, 6.7, 34.982902, -97.520838, 0.6
09:08:24, 449, 92, 97948, 0.10, 283.40, 5.84, 78.55, 6.7, 34.982900, -97.520840, 0.7
09:08:25, 450, 93, 97938, 0.00, 282.40, 5.86, 78.48, 6.7, 34.982902, -97.520843, 0.7
09:08:26, 450, 93, 97936, 0.00, 279.30, 5.92, 78.37, 6.7, 34.982902, -97.520843, 0.7
09:08:27, 451, 94, 97932, 0.00, 41.40, 6.04, 78.28, 6.7, 34.982902, -97.520845, 0.7
09:08:28, 452, 95, 97912, 0.00, 338.00, 6.14, 78.12, 6.7, 34.982902, -97.520843, 0.8
09:08:29, 453, 96, 97906, 0.00, 353.10, 6.22, 78.00, 6.8, 34.982902, -97.520845, 0.7
09:08:30, 453, 96, 97904, 0.10, 323.70, 6.30, 77.76, 6.8, 34.982903, -97.520845, 0.7
09:08:31, 453, 96, 97898, 0.10, 329.30, 6.34, 77.55, 6.9, 34.982903, -97.520845, 0.7
09:08:32, 454, 97, 97888, 0.00, 217.60, 6.34, 77.31, 6.9, 34.982905, -97.520847, 0.7
09:08:33, 454, 97, 97892, 0.00, 189.50, 6.34, 77.10, 6.9, 34.982905, -97.520847, 0.6
09:08:34, 454, 97, 97892, 0.10, 137.20, 6.40, 76.93, 6.9, 34.982903, -97.520847, 0.5
09:08:35, 454, 97, 97888, 0.00, 92.00, 6.42, 76.69, 7.0, 34.982903, -97.520845, 0.5
09:08:36, 455, 98, 97878, 0.00, 92.00, 6.44, 76.48, 7.0, 34.982903, -97.520842, 0.5
09:08:37, 453, 96, 97898, 0.10, 114.80, 6.40, 76.31, 7.0, 34.982903, -97.520837, 0.3
09:08:38, 454, 97, 97896, 0.00, 220.00, 6.32, 76.09, 7.0, 34.982902, -97.520835, 0.3
09:08:39, 453, 96, 97898, 0.00, 244.70, 6.20, 75.99, 7.0, 34.982902, -97.520832, 0.3
09:08:40, 453, 96, 97904, 0.00, 196.20, 6.16, 75.85, 7.0, 34.982900, -97.520830, 0.2
09:08:41, 453, 96, 97898, 0.00, 8.50, 6.16, 75.80, 7.0, 34.982900, -97.520828, 0.1
09:08:42, 453, 96, 97902, 0.00, 346.90, 6.20, 75.74, 7.0, 34.982902, -97.520825, 0.0
09:08:43, 453, 96, 97902, 0.00, 323.40, 6.22, 75.73, 7.0, 34.982902, -97.520823, 0.0
09:08:44, 454, 97, 97896, 0.00, 318.50, 6.26, 75.67, 7.0, 34.982900, -97.520822, -0.1
09:08:45, 453, 96, 97904, 0.00, 147.30, 6.24, 75.65, 7.0, 34.982900, -97.520820, -0.1
09:08:46, 454, 97, 97896, 0.00, 176.10, 6.16, 75.56, 7.0, 34.982898, -97.520818, -0.0
09:08:46, 453, 96, 97898, 0.10, 170.30, 6.06, 75.54, 7.0, 34.982897, -97.520818, -0.0
09:08:48, 453, 96, 97902, 0.10, 170.20, 5.98, 75.53, 7.0, 34.982895, -97.520818, -0.1
09:08:49, 452, 95, 97916, 0.00, 192.00, 5.98, 75.58, 6.9, 34.982893, -97.520817, -0.2
