Local time, Altitude (m MSL), Altitude (m AGL), Pressure (Pascal), Speed (m/s), Heading (degrees), Temperature (C), Relative humidity (%), Internal temperature (C), Latitude, Longitude, Rise speed (m/s)
08:23:10, 389, 32, 98606, 0.00, 73.20, 3.78, 85.75, 4.8, 34.982837, -97.520790, 0.4
08:23:11, 390, 33, 98596, 0.00, 94.40, 3.80, 85.62, 4.8, 34.982837, -97.520790, 0.5
08:23:12, 390, 33, 98594, 0.00, 81.20, 3.82, 85.52, 4.8, 34.982837, -97.520790, 0.4
08:23:13, 391, 34, 98582, 0.00, 81.00, 3.84, 85.39, 4.8, 34.982837, -97.520790, 0.5
08:23:14, 391, 34, 98580, 0.00, 79.80, 3.86, 85.36, 4.8, 34.982837, -97.520790, 0.5
08:23:15, 392, 35, 98576, 0.00, 111.60, 3.86, 85.23, 4.8, 34.982837, -97.520790, 0.4
08:23:16, 393, 36, 98562, 0.00, 159.70, 3.90, 85.12, 4.8, 34.982837, -97.520790, 0.5
08:23:17, 393, 36, 98560, 0.00, 280.20, 3.92, 85.04, 4.8, 34.982837, -97.520790, 0.4
08:23:18, 393, 36, 98560, 0.00, 287.90, 3.94, 84.94, 4.8, 34.982837, -97.520790, 0.5
08:23:19, 394, 37, 98550, 0.00, 10.90, 3.94, 84.86, 4.8, 34.982837, -97.520790, 0.5
08:23:20, 394, 37, 98548, 0.00, 356.70, 3.96, 84.82, 4.8, 34.982837, -97.520790, 0.4
08:23:21, 395, 38, 98540, 0.00, 324.30, 3.98, 84.71, 4.8, 34.982837, -97.520790, 0.5
08:23:22, 395, 38, 98536, 0.00, 355.30, 4.00, 84.64, 4.8, 34.982837, -97.520790, 0.5
08:23:23, 396, 39, 98528, 0.00, 41.90, 4.04, 84.56, 4.8, 34.982837, -97.520790, 0.5
08:23:24, 396, 39, 98518, 0.00, 178.30, 4.06, 84.48, 4.8, 34.982837, -97.520790, 0.5
08:23:25, 397, 40, 98516, 0.00, 177.60, 4.08, 84.42, 4.8, 34.982837, -97.520790, 0.5
