FileType,NCAR GAUS raw and derived sounding data
FileFormat,CSV
SondeType,Vaisala RS92-SGP,PTU Block >>>,,,,,,,,,,,,,,,,,,,,,,GPS Block >>>
Labels,Data Date & Time (UTC),PTU Time (sec),Sonde PTU (elapsed sec),Pressure (mb),Air Temp (C),Relative Humidity 1 (%),Relative Humidity 2 (%),Best RH (1 or 2) (%),Dewpoint (C),Mixing Ratio (g/Kg),Virtual Temp (C),Water Vapor Press (mb),Potential Temp (K),Equiv Potential Temp (K),Geopotential Altitude (m),Vertical Velocity (m/s),Frame Count,Sonde ID,Data Type,CRC Type,Sonde Status,Battery Volts,Bit error flag (0-1),Wind Time (sec),Sonde Winds (elapsed sec),Wind Direction (deg),Wind Speed (m/s),U Wind (m/s),V Wind (m/s),Vertical Velocity (m/s),Longitude (deg),Latitude (deg),Altitude (m),Lon Offset (m),Lat Offset (m),Alt Offset (m),Range (m),Azimuth Angle (deg),Elevation Angle (deg),Sat's used in solution,Sat's tracked by sonde,Velocity error estimate,Position error estimate,RS92-SGP Time,RS92-SGP Status,RS92-SGP GPS Week,RS92-SGP GPS Seconds,RS92-SGP GPS HDOP (0-99),RS92-SGP GPS VDOP (0-99),Bit error flag (0-1)
Data,2016-06-06 19:29:47.374Z,1191.999164,1333,638.104431,4.619653,999,2.824823,2.824823,-37.708406,0.23395,4.659013,0.238217,315.853543,316.51631,3900.861445,1.833909,1333,161914200,32813,45,1759,0,0,1191.999164,1333,12.712352,6.753734,-6.588181,-1.486203,1.813936,-97.539108,34.927938,3890.632664,-2044.332498,-6091.653141,3537.632664,6317.883167,195.374223,29.24619,9,11,1.3,0,0,0,876,156604.78,1.3,1.1,0
Data,2016-06-06 19:29:48.374Z,1192.999164,1334,637.968933,4.575555,999,2.851575,2.851575,-37.645952,0.235489,4.615168,0.239735,315.822581,316.489753,3902.588245,1.7268,1334,161914200,32813,45,2015,0,0,1192.999164,1334,17.094861,6.681609,-6.386411,-1.96409,2.710871,-97.539135,34.927891,3893.766688,-2047.282208,-6096.910175,3540.766688,6323.593309,195.382709,29.245753,9,11,1.3,0,0,0,876,156605.78,1.3,1.1,0
Data,2016-06-06 19:29:49.374Z,1193.999164,1335,637.819824,4.588739,999,2.859464,2.859464,-37.609657,0.236414,4.628509,0.240619,315.858688,316.528528,3904.488822,1.900577,1335,161914200,32813,45,2015,0,0,1193.999164,1335,21.823546,6.983002,-6.482552,-2.595927,1.937648,-97.539163,34.927834,3895.390703,-2050.402413,-6103.239166,3542.390703,6330.374205,195.389823,29.230779,9,11,1.3,0,0,0,876,156606.78,1.3,1.1,0
Data,2016-06-06 19:29:50.374Z,1194.999164,1336,637.637207,4.628442,999,2.853029,2.853029,-37.604513,0.236605,4.66825,0.240744,315.929714,316.600151,3906.817332,2.32851,1336,161914200,32813,45,2015,0,0,1194.999164,1336,21.253048,7.345995,-6.846384,-2.662832,1.904426,-97.539194,34.927773,3896.61027,-2053.820012,-6110.062425,3543.61027,6337.696465,195.39786,29.210962,9,11,1.3,0,0,0,876,156607.78,1.3,1.1,0
Data,2016-06-06 19:29:51.374Z,1195.999164,1337,637.446899,4.512994,999,2.864282,2.864282,-37.645252,0.235699,4.552633,0.239754,315.825371,316.493295,3909.244279,2.426947,1337,161914200,32813,45,2015,0,0,1195.999164,1337,18.118085,7.461021,-7.091085,-2.320202,2.659742,-97.539216,34.927707,3899.892376,-2056.289461,-6117.369273,3546.892376,6345.278617,195.397955,29.204376,9,11,1.3,0,0,0,876,156608.78,1.3,1.1,0
Data,2016-06-06 19:29:52.374Z,1196.999164,1338,637.314819,4.497034,999,2.840635,2.840635,-37.737855,0.23354,4.536307,0.23751,315.825934,316.487772,3910.928691,1.684411,1338,161914200,32813,45,1759,0,0,1196.999164,1338,15.749933,7.368169,-7.091536,-2.000011,2.541066,-97.539243,34.927631,3902.947247,-2059.265321,-6125.813839,3549.947247,6354.067894,195.398933,29.191608,9,11,1.3,0,0,0,876,156609.78,1.3,1.1,0
Data,2016-06-06 19:29:53.374Z,1197.999164,1339,637.066467,4.452875,999,2.831258,2.831258,-37.800777,0.232141,4.491907,0.235998,315.810905,316.468847,3914.096512,3.167821,1339,161914200,32813,45,1759,0,0,1197.999164,1339,16.679193,7.209763,-6.906425,-2.069293,2.52689,-97.539262,34.927554,3904.580803,-2061.448536,-6134.369445,3551.580803,6362.791689,195.394005,29.169366,9,11,1.3,0,0,0,876,156610.78,1.3,1.1,0
Data,2016-06-06 19:29:54.374Z,1198.999164,1340,636.775085,4.445612,999,2.825879,2.825879,-37.824473,0.231688,4.484567,0.23543,315.843964,316.500707,3917.814422,3.71791,1340,161914200,32813,45,1695,0,0,1198.999164,1340,17.123848,6.976505,-6.667241,-2.054149,2.526019,-97.539276,34.927499,3905.754489,-2062.999433,-6140.466824,3552.754489,6369.007866,195.390465,29.153615,9,11,1.3,0,0,0,876,156611.78,1.3,1.1,0
Data,2016-06-06 19:29:55.374Z,1199.999164,1341,636.689758,4.471063,999,2.79968,2.79968,-37.898515,0.229979,4.509735,0.233662,315.885029,316.536949,3918.903518,1.089096,1341,161914200,32813,45,1695,0,0,1199.999164,1341,18.234378,6.332233,-6.014256,-1.981386,2.497336,-97.53929,34.927441,3908.204698,-2064.572053,-6146.948586,3555.204698,6375.599399,195.386169,29.145206,9,11,1.3,0,0,0,876,156612.78,1.3,1.1,0
Data,2016-06-06 19:29:56.374Z,1200.999164,1342,636.518494,4.553339,0.611234,2.77606,2.77606,-37.925206,0.229417,4.591926,0.233024,316.002958,316.653331,3921.090363,2.186845,1342,161914200,32813,45,1695,0,0,1200.999164,1342,15.338584,5.959562,-5.747279,-1.576438,2.063985,-97.539308,34.927396,3911.741767,-2066.494236,-6151.994864,3558.741767,6380.882956,195.387782,29.149253,9,11,1.3,0,0,0,876,156613.78,1.3,1.1,0
Data,2016-06-06 19:29:57.374Z,1201.999164,1343,636.366699,4.642542,1.005776,2.717643,2.717643,-38.072749,0.226046,4.680574,0.229545,316.126026,316.766879,3923.029685,1.939322,1343,161914200,32813,45,1695,0,0,1201.999164,1343,14.446056,6.172629,-5.977468,-1.539876,1.712681,-97.539333,34.927354,3912.712259,-2069.266067,-6156.635312,3559.712259,6385.960145,195.39638,29.136514,9,11,1.3,0,0,0,876,156614.78,1.3,1.1,0
Data,2016-06-06 19:29:58.374Z,1202.999164,1344,636.224976,4.4638,1.322839,2.761781,2.761781,-38.037321,0.226915,4.501955,0.230382,315.942745,316.586104,3924.840467,1.810782,1344,161914200,32813,45,1695,0,0,1202.999164,1344,20.228399,6.27678,-5.889639,-2.17028,2.225058,-97.539364,34.927299,3915.447408,-2072.790469,-6162.688311,3562.447408,6392.563186,195.406929,29.130048,9,11,1.3,0,0,0,876,156615.78,1.3,1.1,0
Data,2016-06-06 19:29:59.374Z,1203.999164,1345,636.007202,4.378961,1.525079,2.776603,2.776603,-38.043071,0.22686,4.417096,0.230251,315.877119,316.520385,3927.622392,2.781925,1345,161914200,32813,45,1695,0,0,1203.999164,1345,20.578854,6.72661,-6.29738,-2.364377,2.191582,-97.539399,34.927249,3918.744602,-2076.666383,-6168.31597,3565.744602,6398.833038,195.420955,29.128703,9,11,1.3,0,0,0,876,156616.78,1.3,1.1,0
Data,2016-06-06 19:30:00.374Z,1204.999164,1346,635.810181,4.336389,1.664157,2.769695,2.769695,-38.096749,0.225691,4.374323,0.228997,315.856652,316.496657,3930.139466,2.517074,1346,161914200,32813,45,1695,0,0,1204.999164,1346,21.567261,6.499662,-6.044599,-2.389232,2.682662,-97.539423,34.927189,3921.23612,-2079.262484,-6175.007317,3568.23612,6405.849472,195.42338,29.119022,9,11,1.3,0,0,0,876,156617.78,1.3,1.1,0
Data,2016-06-06 19:30:01.374Z,1205.999164,1347,635.691833,4.305536,1.832387,2.783112,2.783112,-38.070554,0.226337,4.343574,0.229612,315.838347,316.48022,3931.6516,1.512134,1347,161914200,32813,45,1695,0,0,1205.999164,1347,16.956029,6.532636,-6.248654,-1.905163,2.082782,-97.539442,34.927132,3923.840076,-2081.416764,-6181.277764,3570.840076,6412.363834,195.423683,29.112033,9,11,1.3,0,0,0,876,156618.78,1.3,1.1,0
Data,2016-06-06 19:30:02.374Z,1206.999164,1348,635.466553,4.304071,1.944106,2.770735,2.770735,-38.115268,0.225387,4.341949,0.228567,315.868698,316.507939,3934.530647,2.879046,1348,161914200,32813,45,1695,0,0,1206.999164,1348,14.356859,6.761632,-6.550467,-1.676618,2.064517,-97.539462,34.927066,3925.736632,-2083.679684,-6188.671351,3572.736632,6419.984582,195.422085,29.096041,9,11,1.3,0,0,0,876,156619.78,1.3,1.1,0
Data,2016-06-06 19:30:03.374Z,1207.999164,1349,635.23761,4.302545,2.025127,2.765893,2.765893,-38.133465,0.22505,4.340366,0.228143,315.899515,316.537865,3937.457523,2.926876,1349,161914200,32813,45,1695,0,0,1207.999164,1349,13.492517,7.395548,-7.191433,-1.725517,2.617491,-97.539477,34.927007,3926.449402,-2085.347944,-6195.201302,3573.449402,6426.643155,195.418351,29.075665,9,11,1.3,0,0,0,876,156620.78,1.3,1.1,0
Data,2016-06-06 19:30:04.374Z,1208.999164,1350,635.168091,4.326318,2.097142,2.766364,2.766364,-38.115465,0.225488,4.364216,0.228561,315.936471,316.576086,3938.346521,0.888997,1350,161914200,32813,45,1695,0,0,1208.999164,1350,15.134025,7.441042,-7.18297,-1.942691,1.873386,-97.539495,34.926942,3927.791607,-2087.271818,-6202.44896,3574.791607,6434.04935,195.414723,29.05678,9,11,1.3,0,0,0,876,156621.78,1.3,1.1,0
Data,2016-06-06 19:30:05.374Z,1209.999164,1351,634.989319,4.326532,2.173188,2.755523,2.755523,-38.15381,0.224671,4.364293,0.227669,315.962151,316.599496,3940.633171,2.28665,1351,161914200,32813,45,1695,0,0,1209.999164,1351,14.149656,6.952218,-6.741292,-1.699508,2.391573,-97.539508,34.926881,3930.758436,-2088.732141,-6209.223394,3577.758436,6440.898371,195.408965,29.05108,9,11,1.3,0,0,0,876,156622.78,1.3,1.1,0
Data,2016-06-06 19:30:06.374Z,1210.999164,1352,634.75177,4.321252,2.225721,2.72765,2.72765,-38.25702,0.222399,4.358631,0.225283,315.989952,316.620912,3943.672594,3.039423,1352,161914200,32813,45,1695,0,0,1210.999164,1352,13.708747,6.516263,-6.330634,-1.544266,2.454567,-97.539524,34.926831,3933.45749,-2090.569809,-6214.754101,3580.45749,6446.630603,195.408805,29.047785,9,11,1.3,0,0,0,876,156623.78,1.3,1.1,0
Data,2016-06-06 19:30:07.374Z,1211.999164,1353,634.62439,4.385889,2.25169,2.689321,2.689321,-38.351209,0.220312,4.422924,0.223121,316.081704,316.706773,3945.30306,1.630465,1353,161914200,32813,45,1695,0,0,1211.999164,1353,17.565463,6.207214,-5.917789,-1.873308,2.633123,-97.539544,34.926786,3935.534973,-2092.724607,-6219.786577,3582.534973,6451.951609,195.412045,29.041827,9,11,1.3,0,0,0,876,156624.78,1.3,1.1,0
Data,2016-06-06 19:30:08.374Z,1212.999164,1354,634.410645,4.329797,2.306341,2.703752,2.703752,-38.337285,0.2207,4.366891,0.223442,316.04827,316.674502,3948.039767,2.736708,1354,161914200,32813,45,1695,0,0,1212.999164,1354,20.492374,6.406379,-6.000976,-2.242763,2.415495,-97.539569,34.926729,3936.381612,-2095.541839,-6226.096106,3583.381612,6458.648114,195.416911,29.022352,9,11,1.3,0,0,0,876,156625.78,1.3,1.1,0
Data,2016-06-06 19:30:09.374Z,1213.999164,1355,634.191833,4.255609,2.379511,2.732464,2.732464,-38.284789,0.221964,4.292906,0.224649,315.994944,316.624829,3950.841636,2.801869,1355,161914200,32813,45,1695,0,0,1213.999164,1355,24.379836,6.352411,-5.78596,-2.622173,2.246895,-97.539609,34.926677,3939.030432,-2099.963439,-6231.8898,3586.030432,6465.197343,195.434211,29.015678,9,11,1.3,0,0,0,876,156626.78,1.3,1.1,0
Data,2016-06-06 19:30:10.374Z,1214.999164,1356,634.018677,4.17251,2.403134,2.72663,2.72663,-38.362713,0.220263,4.209511,0.222874,315.924957,316.550059,3953.058959,2.217323,1356,161914200,32813,45,1695,0,0,1214.999164,1356,21.33344,6.284928,-5.854279,-2.286425,2.24513,-97.539633,34.926622,3942.796402,-2102.663034,-6238.016382,3589.796402,6471.692041,195.438652,29.016786,9,11,1.3,0,0,0,876,156627.78,1.3,1.1,0
Data,2016-06-06 19:30:11.374Z,1215.999164,1357,633.845825,4.156732,2.427772,2.692046,2.692046,-38.498295,0.217287,4.193231,0.219805,315.931619,316.548315,3955.27258,2.213621,1357,161914200,32813,45,1695,0,0,1215.999164,1357,19.80224,6.420086,-6.040451,-2.174963,2.3248,-97.539654,34.926565,3945.011358,-2105.030338,-6244.327769,3592.011358,6478.292376,195.440328,29.007004,9,11,1.3,0,0,0,876,156628.78,1.3,1.1,0
Data,2016-06-06 19:30:12.374Z,1216.999164,1358,633.799194,4.152216,2.434227,2.678182,2.678182,-38.551809,0.216115,4.188517,0.218604,315.933121,316.5465,3955.869839,0.597258,1358,161914200,32813,45,1695,0,0,1216.999164,1358,20.587943,6.592512,-6.171472,-2.318222,2.302295,-97.53968,34.926505,3947.8015,-2107.885816,-6251.011087,3594.8015,6485.357796,195.444532,28.999385,9,11,1.3,0,0,0,876,156629.78,1.3,1.1,0
Data,2016-06-06 19:30:13.374Z,1217.999164,1359,633.557617,4.14837,2.465002,2.667624,2.667624,-38.592994,0.215287,4.184533,0.217683,315.963189,316.574281,3958.964667,3.094828,1359,161914200,32813,45,1695,0,0,1217.999164,1359,23.180294,7.114333,-6.539999,-2.800385,2.141515,-97.539708,34.926448,3948.957474,-2111.014641,-6257.329709,3595.957474,6492.131435,195.451489,28.981838,9,11,1.3,0,0,0,876,156630.78,1.3,1.1,0
Data,2016-06-06 19:30:14.374Z,1218.999164,1360,633.352844,4.17663,2.463664,2.651347,2.651347,-38.633369,0.214467,4.212657,0.216782,316.024604,316.633423,3961.589038,2.624371,1360,161914200,32813,45,1695,0,0,1218.999164,1360,20.842782,7.447773,-6.960393,-2.649954,1.838084,-97.539737,34.926385,3951.703277,-2114.256016,-6264.382033,3598.703277,6499.636929,195.457491,28.972316,9,11,1.3,0,0,0,876,156631.78,1.3,1.1,0
Data,2016-06-06 19:30:15.374Z,1219.999164,1361,633.188416,4.169305,2.479905,2.645499,2.645499,-38.659918,0.213939,4.205244,0.216194,316.039726,316.647091,3963.69705,2.108012,1361,161914200,32813,45,1695,0,0,1219.999164,1361,15.602343,7.817158,-7.529108,-2.102497,2.566281,-97.539758,34.926317,3952.168978,-2116.59377,-6271.970082,3599.168978,6507.461354,195.455939,28.946254,9,11,1.3,0,0,0,876,156632.78,1.3,1.1,0
Data,2016-06-06 19:30:16.374Z,1220.999164,1362,633.044434,4.196466,2.479239,2.647415,2.647415,-38.634275,0.214551,4.23251,0.216761,316.091238,316.700382,3965.543445,1.846395,1362,161914200,32813,45,1695,0,0,1220.999164,1362,13.850084,7.951514,-7.720327,-1.903452,2.044078,-97.539776,34.926246,3953.452521,-2118.544314,-6279.79188,3600.452521,6515.426498,195.451153,28.925227,9,11,1.3,0,0,0,876,156633.78,1.3,1.1,0
Data,2016-06-06 19:30:17.374Z,1221.999164,1363,632.905518,4.172876,2.517295,2.649089,2.649089,-38.644249,0.214379,4.208889,0.216541,316.084191,316.692884,3967.325286,1.781841,1363,161914200,32813,45,1695,0,0,1221.999164,1363,16.917592,7.787732,-7.450713,-2.266199,2.663131,-97.539799,34.926173,3954.855449,-2121.079481,-6287.984806,3601.855449,6523.877082,195.449566,28.903243,9,11,1.3,0,0,0,876,156634.78,1.3,1.1,0
Data,2016-06-06 19:30:18.374Z,1222.999164,1364,632.728333,4.130212,2.515598,2.644723,2.644723,-38.689521,0.213445,4.166063,0.215541,316.060873,316.666961,3969.59829,2.273004,1364,161914200,32813,45,1695,0,0,1222.999164,1364,18.717992,7.307158,-6.92068,-2.344943,2.306412,-97.539818,34.926103,3956.71329,-2123.236563,-6295.742769,3603.71329,6531.825856,195.446381,28.886227,9,11,1.3,0,0,0,876,156635.78,1.3,1.1,0
Data,2016-06-06 19:30:19.374Z,1223.999164,1365,632.472778,4.138147,2.494982,2.631187,2.494982,-39.250787,0.20155,4.17385,0.214557,316.106437,316.678784,3972.87756,3.27927,1365,161914200,32813,45,1631,0,0,1223.999164,1365,18.996163,6.635244,-6.273891,-2.159804,1.823539,-97.539842,34.926049,3959.360922,-2125.92592,-6301.681532,3606.360922,6538.137397,195.451132,28.88062,9,11,1.3,0,0,0,876,156636.78,1.3,1.1,0
Data,2016-06-06 19:30:20.374Z,1224.999164,1366,632.348999,4.143365,2.475832,999,2.475832,-39.321921,0.200115,4.176979,0.201962,316.130082,316.698381,3974.466402,1.588843,1366,161914200,32813,45,1631,0,0,1224.999164,1366,17.986823,5.915342,-5.626245,-1.826647,2.448296,-97.539864,34.926005,3963.158116,-2128.385742,-6306.614058,3610.158116,6543.428984,195.456635,28.886517,9,11,1.3,0,0,0,876,156637.78,1.3,1.1,0
Data,2016-06-06 19:30:21.374Z,1225.999164,1367,632.22229,4.216547,2.452395,999,2.452395,-39.364336,0.19928,4.250028,0.201075,316.231636,316.797596,3976.093397,1.626994,1367,161914200,32813,45,1631,0,0,1225.999164,1367,18.645163,5.617888,-5.323042,-1.796074,2.163674,-97.539886,34.925963,3967.377374,-2130.817781,-6311.261403,3614.377374,6548.439698,195.462602,28.896274,9,11,1.3,0,0,0,876,156638.78,1.3,1.1,0
Data,2016-06-06 19:30:22.374Z,1226.999164,1368,632.065002,4.231073,2.435969,999,2.435969,-39.419549,0.198196,4.264374,0.19993,316.270704,316.833622,3978.113804,2.020408,1368,161914200,32813,45,1631,0,0,1226.999164,1368,20.634002,5.879399,-5.502239,-2.071883,2.226216,-97.539916,34.925915,3971.152695,-2134.162022,-6316.578928,3618.152695,6554.29588,195.473295,28.899913,9,11,1.3,0,0,0,876,156639.78,1.3,1.1,0
Data,2016-06-06 19:30:23.374Z,1227.999164,1369,631.859802,4.159479,2.458879,999,2.458879,-39.377526,0.199123,4.192927,0.200805,316.218436,316.784042,3980.750148,2.636344,1369,161914200,32813,45,1631,0,0,1227.999164,1369,25.183305,6.155382,-5.570319,-2.619211,2.456556,-97.539945,34.925871,3971.064657,-2137.375135,-6321.514643,3618.064657,6559.755638,195.483954,28.879143,9,11,1.3,0,0,0,876,156640.78,1.3,1.1,0
Data,2016-06-06 19:30:24.374Z,1228.999164,1370,631.620483,4.055353,2.487103,999,2.487103,-39.337763,0.200018,4.08894,0.20164,316.13395,316.702162,3983.824947,3.074799,1370,161914200,32813,45,1631,0,0,1228.999164,1370,21.268967,6.742185,-6.28296,-2.445704,2.009513,-97.539977,34.925817,3973.267125,-2140.897213,-6327.556148,3620.267125,6566.348897,195.494147,28.869547,9,11,1.3,0,0,0,876,156641.78,1.3,1.1,0
Data,2016-06-06 19:30:25.374Z,1229.999164,1371,631.611389,4.004175,2.494342,999,2.494342,-39.344422,0.199884,4.037734,0.201506,316.076886,316.644719,3983.941781,0.116834,1371,161914200,32813,45,1631,0,0,1229.999164,1371,17.238822,7.158255,-6.83669,-2.121387,2.331384,-97.539998,34.925748,3977.105646,-2143.199749,-6335.211455,3624.105646,6574.230315,195.492168,28.86616,9,11,1.3,0,0,0,876,156642.78,1.3,1.1,0
Data,2016-06-06 19:30:26.374Z,1230.999164,1372,631.420776,4.039789,2.514677,999,2.514677,-39.241489,0.20208,4.073721,0.203654,316.144792,316.718917,3986.390914,2.449133,1372,161914200,32813,45,1631,0,0,1230.999164,1372,12.398721,7.6339,-7.455855,-1.639102,1.826129,-97.540009,34.925681,3978.538122,-2144.47729,-6342.640512,3625.538122,6581.669311,195.483674,28.848342,9,11,1.3,0,0,0,876,156643.78,1.3,1.1,0
Data,2016-06-06 19:30:27.374Z,1231.999164,1373,631.200684,4.038995,2.498159,999,2.498159,-39.305914,0.200811,4.072714,0.202305,316.17541,316.745984,3989.219926,2.829012,1373,161914200,32813,45,1631,0,0,1231.999164,1373,12.157813,7.29566,-7.132028,-1.536503,2.878267,-97.540026,34.925617,3981.021725,-2146.370385,-6349.794405,3628.021725,6588.977944,195.480065,28.838051,9,11,1.3,0,0,0,876,156644.78,1.3,1.1,0
Data,2016-06-06 19:30:28.374Z,1232.999164,1374,631.086365,4.045648,2.501019,999,2.501019,-39.290299,0.201171,4.079428,0.202631,316.199378,316.771007,3990.689754,1.469827,1374,161914200,32813,45,1631,0,0,1232.999164,1374,15.17002,6.914543,-6.673596,-1.809427,2.16635,-97.540044,34.925559,3983.700556,-2148.328593,-6356.173414,3630.700556,6595.554069,195.478707,28.831771,9,11,1.3,0,0,0,876,156645.78,1.3,1.1,0
Data,2016-06-06 19:30:29.374Z,1233.999164,1375,630.854309,4.042535,2.508714,999,2.508714,-39.262635,0.20182,4.076424,0.20321,316.229088,316.802624,3993.674193,2.98444,1375,161914200,32813,45,1631,0,0,1233.999164,1375,15.823572,6.943758,-6.68063,-1.893397,2.000945,-97.540069,34.9255,3985.519467,-2151.112642,-6362.762639,3632.519467,6602.513502,195.482523,28.818369,9,10,1.3,0,0,0,876,156646.78,1.3,1.1,0
Data,2016-06-06 19:30:30.374Z,1234.999164,1376,630.697144,3.988214,2.531121,999,2.531121,-39.213405,0.202899,4.022278,0.204249,316.189648,316.766291,3995.695895,2.021702,1376,161914200,32813,45,1631,0,0,1234.999164,1376,16.965608,7.14295,-6.832089,-2.084296,2.457364,-97.540094,34.925436,3985.714325,-2153.963077,-6369.916996,3632.714325,6610.032115,195.485478,28.792134,9,10,1.3,0,0,0,876,156647.78,1.3,1.1,0
Data,2016-06-06 19:30:31.374Z,1235.999164,1377,630.46521,3.942896,2.542238,999,2.542238,-39.201782,0.203217,3.977008,0.204499,316.171201,316.74881,3998.679763,2.983868,1377,161914200,32813,45,1631,0,0,1235.999164,1377,17.587811,7.27488,-6.934816,-2.19823,2.017581,-97.540126,34.925377,3987.96954,-2157.504397,-6376.410747,3634.96954,6617.065431,195.494677,28.781426,9,10,1.3,0,0,0,876,156648.78,1.3,1.1,0
Data,2016-06-06 19:30:32.374Z,1236.999164,1378,630.302246,3.871027,2.563704,999,2.563704,-39.169214,0.203953,3.905255,0.205194,316.112567,316.692314,4000.776536,2.096774,1378,161914200,32813,45,1631,0,0,1236.999164,1378,17.797727,6.995451,-6.66066,-2.138212,2.74293,-97.540153,34.925317,3991.711972,-2160.485397,-6383.172848,3638.711972,6624.234727,195.499409,28.780124,9,10,1.3,0,0,0,876,156649.78,1.3,1.1,0
Data,2016-06-06 19:30:33.374Z,1237.999164,1379,630.061646,3.833826,2.570769,999,2.570769,-39.167896,0.204059,3.868068,0.205226,316.104632,316.684742,4003.872605,3.096068,1379,161914200,32813,45,1631,0,0,1237.999164,1379,15.957759,6.726825,-6.467604,-1.849396,2.000919,-97.540166,34.92525,3992.45196,-2161.905945,-6390.519924,3639.45196,6631.625916,195.492136,28.758084,9,10,1.3,0,0,0,876,156650.78,1.3,1.1,0
Data,2016-06-06 19:30:34.374Z,1238.999164,1380,630.02417,3.864984,2.541524,999,2.541524,-39.257616,0.202191,3.898916,0.203333,316.145569,316.720375,4004.354945,0.48234,1380,161914200,32813,45,1631,0,0,1238.999164,1380,16.685203,6.428078,-6.157435,-1.845586,2.437753,-97.540182,34.925186,3994.729344,-2163.688764,-6397.642525,3641.729344,6638.880192,195.487866,28.746782,9,10,1.3,0,0,0,876,156651.78,1.3,1.1,0
Data,2016-06-06 19:30:35.374Z,1239.999164,1381,629.733398,3.914941,2.534277,999,2.534277,-39.25125,0.202417,3.948917,0.203461,316.244333,316.819859,4008.098921,3.743976,1381,161914200,32813,45,1631,0,0,1239.999164,1381,16.748638,6.906618,-6.613626,-1.990304,2.289931,-97.540199,34.925134,3997.962276,-2165.637658,-6403.483015,3644.962276,6644.935291,195.487686,28.746195,9,10,1.3,0,0,0,876,156652.78,1.3,1.1,0
Data,2016-06-06 19:30:36.374Z,1240.999164,1382,629.639038,3.904535,2.518312,999,2.518312,-39.319597,0.201025,3.938276,0.202033,316.246008,316.817596,4009.314363,1.215443,1382,161914200,32813,45,1631,0,0,1240.999164,1382,15.087211,7.455736,-7.198742,-1.940646,2.183824,-97.540222,34.92507,3999.479737,-2168.106872,-6410.574556,3646.479737,6652.30993,195.488168,28.729457,9,10,1.3,0,0,0,876,156653.78,1.3,1.1,0
Data,2016-06-06 19:30:37.374Z,1241.999164,1383,629.419189,3.832178,2.527775,999,2.527775,-39.332551,0.200826,3.865878,0.20177,316.194995,316.766075,4012.146485,2.832122,1383,161914200,32813,45,1631,0,0,1241.999164,1383,11.395036,7.789831,-7.636281,-1.539056,1.992839,-97.540248,34.925008,4001.047756,-2171.058516,-6417.440564,3648.047756,6659.57287,195.492444,28.713489,9,10,1.3,0,0,0,876,156654.78,1.3,1.1,0
Data,2016-06-06 19:30:38.374Z,1242.999164,1384,629.290283,3.78988,2.520725,999,2.520725,-39.388419,0.199712,3.823389,0.200615,316.16523,316.733171,4013.807189,1.660705,1384,161914200,32813,45,1631,0,0,1242.999164,1384,10.465209,7.505432,-7.380582,-1.363275,2.020609,-97.540262,34.924936,4003.94078,-2172.57764,-6425.435365,3650.94078,6667.609953,195.4844,28.70351,9,10,1.3,0,0,0,876,156655.78,1.3,1.1,0
Data,2016-06-06 19:30:39.374Z,1243.999164,1385,629.10553,3.88302,2.501572,999,2.501572,-39.398843,0.199555,3.916512,0.200389,316.298123,316.865667,4016.188186,2.380997,1385,161914200,32813,45,1631,0,0,1243.999164,1385,9.83111,7.296178,-7.189036,-1.245782,1.747825,-97.540275,34.924871,4005.758374,-2173.999177,-6432.655203,3652.758374,6674.878955,195.47749,28.689227,9,10,1.3,0,0,0,876,156656.78,1.3,1.1,0
Data,2016-06-06 19:30:40.374Z,1244.999164,1386,629.005737,3.865381,2.53073,999,2.53073,-39.298601,0.201664,3.899225,0.202475,316.292334,316.865905,4017.474722,1.286536,1386,161914200,32813,45,1631,0,0,1244.999164,1386,19.224549,6.952409,-6.56471,-2.289228,2.382146,-97.5403,34.924817,4007.471096,-2176.85376,-6438.710729,3654.471096,6681.339486,195.482961,28.677197,9,10,1.3,0,0,0,876,156657.78,1.3,1.1,0
Data,2016-06-06 19:30:41.374Z,1245.999164,1387,628.794312,3.811121,2.606244,999,2.606244,-39.050337,0.206961,3.845848,0.207728,316.260787,316.849497,4020.200773,2.726051,1387,161914200,32813,45,1631,0,0,1245.999164,1387,24.79814,7.173057,-6.511637,-3.008542,2.068532,-97.54034,34.924758,4009.880705,-2181.268722,-6445.274448,3656.880705,6688.631544,195.497814,28.666785,9,10,1.3,0,0,0,876,156658.78,1.3,1.1,0
Data,2016-06-06 19:30:42.374Z,1246.999164,1388,628.672668,3.738977,2.613698,999,2.613698,-39.071906,0.206542,3.773626,0.207277,316.195902,316.783451,4021.769257,1.568484,1388,161914200,32813,45,1887,0,0,1246.999164,1388,25.924336,6.975913,-6.273942,-3.049757,1.758338,-97.540372,34.924694,4010.951813,-2184.840497,-6452.376246,3657.951813,6696.257687,195.505707,28.646371,9,10,1.3,0,0,0,876,156659.78,1.3,1.1,0
Data,2016-06-06 19:30:43.374Z,1247.999164,1389,628.509949,3.754572,2.640401,999,2.640401,-38.962457,0.208936,3.789624,0.209622,316.237122,316.831532,4023.86765,2.098394,1389,161914200,32813,45,1887,0,0,1247.999164,1389,23.055586,6.712141,-6.176011,-2.628635,2.676747,-97.540393,34.924637,4013.86093,-2187.187849,-6458.765462,3660.86093,6702.928875,195.506948,28.641531,9,10,1.3,0,0,0,876,156660.78,1.3,1.1,0
