Local time, Altitude (m MSL), Altitude (m AGL), Pressure (Pascal), Speed (m/s), Heading (degrees), Temperature (C), Relative humidity (%), Internal temperature (C), Latitude, Longitude, Rise speed (m/s)
14:30:37, 391, 34, 96320, 0.30, 4.90, 10.18, 75.51, 11.0, 34.982852, -97.520747, 0.4
14:30:38, 393, 36, 96298, 0.40, 338.60, 10.18, 75.49, 11.0, 34.982853, -97.520748, 0.5
14:30:39, 394, 37, 96290, 0.40, 344.80, 10.18, 75.46, 11.0, 34.982855, -97.520750, 0.6
14:30:40, 394, 37, 96286, 0.30, 343.80, 10.20, 75.44, 11.0, 34.982855, -97.520750, 0.6
14:30:41, 395, 38, 96274, 0.20, 352.90, 10.20, 75.38, 11.0, 34.982855, -97.520750, 0.7
14:30:42, 395, 38, 96272, 0.10, 324.10, 10.20, 75.35, 11.1, 34.982852, -97.520750, 0.7
14:30:43, 396, 39, 96270, 0.00, 312.90, 10.20, 75.35, 11.1, 34.982852, -97.520750, 0.8
14:30:44, 396, 39, 96264, 0.00, 331.20, 10.20, 75.33, 11.1, 34.982853, -97.520752, 0.8
14:30:45, 396, 39, 96270, 0.00, 224.60, 10.20, 75.30, 11.1, 34.982853, -97.520753, 0.6
14:30:46, 396, 39, 96264, 0.10, 221.00, 10.20, 75.28, 11.1, 34.982853, -97.520755, 0.6
14:30:47, 396, 39, 96262, 0.00, 198.90, 10.20, 75.25, 11.1, 34.982852, -97.520755, 0.6
14:30:48, 397, 40, 96256, 0.00, 213.30, 10.20, 75.22, 11.1, 34.982850, -97.520755, 0.5
14:30:49, 396, 39, 96264, 0.00, 21.40, 10.20, 75.22, 11.2, 34.982847, -97.520757, 0.4
14:30:50, 398, 41, 96246, 0.10, 67.50, 10.22, 75.22, 11.2, 34.982845, -97.520755, 0.5
14:30:51, 398, 41, 96240, 0.00, 324.30, 10.22, 75.20, 11.2, 34.982845, -97.520755, 0.4
14:30:52, 400, 43, 96222, 0.00, 256.00, 10.22, 75.17, 11.2, 34.982843, -97.520755, 0.5
14:30:53, 401, 44, 96208, 0.10, 212.90, 10.22, 75.15, 11.2, 34.982842, -97.520755, 0.5
14:30:54, 401, 44, 96208, 0.30, 240.30, 10.22, 75.12, 11.2, 34.982840, -97.520758, 0.4
14:30:55, 401, 44, 96204, 0.30, 244.50, 10.24, 75.09, 11.2, 34.982837, -97.520762, 0.5
14:30:56, 402, 45, 96190, 0.30, 257.20, 10.24, 75.07, 11.2, 34.982835, -97.520765, 0.5
14:30:57, 403, 46, 96178, 0.30, 275.20, 10.24, 75.07, 11.2, 34.982835, -97.520768, 0.6
14:30:58, 405, 48, 96166, 0.30, 342.10, 10.24, 75.04, 11.2, 34.982838, -97.520768, 0.7
14:30:59, 405, 48, 96162, 0.30, 355.40, 10.26, 75.02, 11.2, 34.982840, -97.520768, 0.7
14:31:00, 406, 49, 96150, 0.20, 24.90, 10.26, 74.99, 11.2, 34.982842, -97.520768, 0.8
14:31:01, 406, 49, 96148, 0.10, 62.70, 10.26, 74.96, 11.3, 34.982845, -97.520767, 0.7
14:31:02, 407, 50, 96142, 0.10, 36.40, 10.28, 74.93, 11.3, 34.982845, -97.520768, 0.8
14:31:03, 406, 49, 96150, 0.00, 224.50, 10.28, 74.91, 11.3, 34.982847, -97.520768, 0.6
14:31:04, 406, 49, 96146, 0.00, 164.90, 10.30, 74.88, 11.3, 34.982847, -97.520767, 0.6
14:31:05, 406, 49, 96146, 0.00, 143.60, 10.30, 74.88, 11.3, 34.982847, -97.520767, 0.5
14:31:06, 406, 49, 96146, 0.00, 101.40, 10.30, 74.86, 11.3, 34.982848, -97.520765, 0.4
14:31:07, 407, 50, 96132, 0.10, 34.70, 10.30, 74.83, 11.3, 34.982848, -97.520765, 0.5
14:31:08, 408, 51, 96128, 0.00, 181.90, 10.32, 74.77, 11.4, 34.982850, -97.520765, 0.5
14:31:09, 409, 52, 96112, 0.00, 89.60, 10.32, 74.75, 11.4, 34.982850, -97.520763, 0.5
14:31:10, 409, 52, 96112, 0.10, 86.10, 10.32, 74.73, 11.4, 34.982852, -97.520762, 0.4
14:31:11, 411, 54, 96096, 0.00, 93.00, 10.32, 74.70, 11.4, 34.982852, -97.520760, 0.5
14:31:12, 411, 54, 96088, 0.00, 110.50, 10.32, 74.67, 11.4, 34.982852, -97.520760, 0.5
14:31:13, 412, 55, 96078, 0.00, 86.00, 10.32, 74.64, 11.4, 34.982852, -97.520758, 0.5
