Co2 Data from 2017/3/27 10:15:9
Sensor is K30 FR from Co2meter.com, In Blue Box

Time(Unix)	Co2(ppm)
1490609709	383
1490609710	385
1490609711	387
1490609713	388
1490609714	389
1490609715	391
1490609716	391
1490609717	391
1490609718	391
1490609719	391
1490609720	392
1490609721	392
1490609722	392
1490609723	393
1490609724	393
1490609725	394
1490609727	394
1490609728	394
1490609729	394
1490609730	394
1490609731	394
1490609732	394
1490609733	393
1490609734	393
1490609735	393
1490609736	392
1490609737	392
1490609738	392
1490609739	392
1490609741	392
1490609742	392
1490609743	392
1490609744	392
1490609745	392
1490609746	392
1490609747	392
1490609748	392
1490609749	392
1490609750	392
1490609751	392
1490609752	392
1490609753	392
1490609755	392
1490609756	392
1490609757	392
1490609758	392
1490609759	392
1490609760	392
1490609761	392
1490609762	393
1490609763	393
1490609764	393
1490609765	393
1490609766	393
1490609767	393
1490609769	393
1490609770	393
1490609771	393
1490609772	393
1490609773	393
1490609774	393
1490609775	393
1490609776	393
1490609777	393
1490609778	392
1490609779	393
1490609780	393
1490609782	392
1490609783	393
1490609784	393
1490609785	393
1490609786	393
1490609787	393
1490609788	393
1490609789	393
1490609790	393
1490609791	393
1490609792	393
1490609793	393
1490609794	393
1490609796	393
1490609797	393
1490609798	393
1490609799	393
1490609800	393
1490609801	393
1490609802	393
1490609803	393
1490609804	393
1490609805	393
1490609806	393
1490609807	393
1490609809	393
1490609810	393
1490609811	393
1490609812	393
1490609813	393
1490609814	393
1490609815	393
1490609816	393
1490609817	393
1490609818	393
1490609819	393
1490609820	393
1490609822	393
1490609823	393
1490609824	393
1490609825	392
1490609826	393
1490609827	393
1490609828	393
1490609829	393
1490609830	393
1490609831	393
1490609832	393
1490609833	393
1490609835	393
1490609836	393
1490609837	393
1490609838	393
1490609839	393
1490609840	393
1490609841	393
1490609842	393
1490609843	393
1490609844	393
1490609845	393
1490609846	393
1490609847	393
1490609849	393
1490609850	393
1490609851	393
1490609852	393
1490609853	393
1490609854	393
1490609855	393
1490609856	393
1490609857	393
1490609858	393
1490609859	393
1490609860	393
1490609861	393
1490609863	392
1490609864	392
1490609865	393
1490609866	393
1490609867	393
1490609868	393
1490609869	392
1490609870	392
1490609871	392
1490609872	392
1490609873	391
1490609874	392
1490609876	392
1490609877	392
1490609878	392
1490609879	393
1490609880	393
1490609881	393
1490609882	393
1490609883	392
1490609884	393
1490609885	392
1490609886	392
1490609887	392
1490609888	392
1490609890	393
1490609891	393
1490609892	393
1490609893	393
1490609894	393
1490609895	393
1490609896	393
1490609897	393
1490609898	393
1490609899	393
1490609900	392
1490609901	392
1490609902	392
1490609903	392
1490609905	392
1490609906	392
1490609907	392
1490609908	392
1490609909	392
1490609910	392
1490609911	392
1490609912	392
1490609913	392
1490609914	392
1490609915	392
1490609916	392
1490609918	392
1490609919	392
1490609920	392
1490609921	392
1490609922	392
1490609923	392
1490609924	392
1490609925	391
1490609926	391
1490609927	391
1490609928	391
1490609929	391
1490609931	391
1490609932	391
1490609933	391
1490609934	391
1490609935	391
1490609936	391
1490609937	391
1490609938	391
1490609939	391
1490609940	391
1490609941	391
1490609942	391
1490609944	391
1490609945	391
1490609946	391
1490609947	391
1490609948	391
1490609949	391
1490609950	391
1490609951	390
1490609952	390
1490609953	390
1490609954	390
1490609955	390
1490609956	389
1490609958	389
1490609959	389
1490609960	389
1490609961	389
1490609962	389
1490609963	389
1490609964	389
1490609965	388
1490609966	388
1490609967	387
1490609968	387
1490609969	386
1490609971	385
1490609972	385
1490609973	384
1490609974	384
1490609975	384
1490609976	384
1490609977	384
1490609978	384
1490609979	384
1490609980	384
1490609981	384
1490609982	383
1490609983	383
1490609985	383
1490609986	382
1490609987	382
