XQ	97518	2551	546	9/28/15	15:57:26	351818811	-974377977	349379	4
XQ	97510	2542	547	9/28/15	15:57:27	351819209	-974377329	355757	4
XQ	97521	2553	546	9/28/15	15:57:28	351819220	-974376976	357482	4
XQ	97474	2577	548	9/28/15	15:57:29	351817427	-974380378	292835	4
XQ	97423	2578	545	9/28/15	15:57:30	351815086	-974385102	209276	4
XQ	97517	2589	565	9/28/15	15:57:31	351818024	-974379501	309727	4
XQ	97506	2563	545	9/28/15	15:57:32	351819049	-974377860	340895	5
XQ	97521	2534	546	9/28/15	15:57:33	351819304	-974377412	349392	5
XQ	97525	2511	563	9/28/15	15:57:34	351819314	-974377334	350385	5
XQ	97518	2560	565	9/28/15	15:57:35	351819292	-974377350	349639	5
XQ	97524	2572	563	9/28/15	15:57:36	351819314	-974377379	349642	5
XQ	97522	2567	555	9/28/15	15:57:37	351819324	-974377359	350187	5
XQ	97509	2577	565	9/28/15	15:57:38	351819338	-974377285	351312	5
XQ	97519	2613	564	9/28/15	15:57:39	351819341	-974377282	351017	5
XQ	97525	2624	558	9/28/15	15:57:40	351819346	-974377269	350722	5
XQ	97520	2605	555	9/28/15	15:57:41	351819348	-974377337	349432	5
XQ	97529	2624	548	9/28/15	15:57:42	351819310	-974377394	347941	5
XQ	97536	2635	544	9/28/15	15:57:43	351819245	-974377559	345835	5
XQ	97528	2583	537	9/28/15	15:57:44	351819187	-974377798	341938	5
XQ	97539	2594	535	9/28/15	15:57:45	351819206	-974377741	342932	5
XQ	97525	2611	531	9/28/15	15:57:46	351819164	-974377691	343897	5
XQ	97533	2637	544	9/28/15	15:57:47	351819159	-974377652	344814	5
XQ	97537	2672	545	9/28/15	15:57:48	351819217	-974377617	345763	5
XQ	97547	2589	534	9/28/15	15:57:49	351819195	-974377621	345139	5
XQ	97509	2553	546	9/28/15	15:57:50	351819237	-974377580	345916	5
XQ	97465	2654	540	9/28/15	15:57:51	351819209	-974377694	344651	5
XQ	97489	2715	566	9/28/15	15:57:52	351819241	-974377819	344418	5
XQ	97488	2677	565	9/28/15	15:57:53	351819267	-974377993	343345	5
XQ	97495	2702	584	9/28/15	15:57:54	351819260	-974377957	343742	5
XQ	97487	2683	579	9/28/15	15:57:55	351819251	-974377881	344648	5
XQ	97487	2685	579	9/28/15	15:57:56	351819291	-974377580	347891	6
XQ	97487	2690	587	9/28/15	15:57:57	351819267	-974377543	348156	6
XQ	97499	2693	591	9/28/15	15:57:58	351819234	-974377681	346627	6
XQ	97496	2706	596	9/28/15	15:57:59	351819179	-974377888	344491	6
XQ	97493	2717	621	9/28/15	15:58:00	351819143	-974377933	344120	6
XQ	97503	2711	616	9/28/15	15:58:01	351819126	-974377933	344428	6
XQ	97496	2710	609	9/28/15	15:58:02	351819137	-974377877	345397	6
XQ	97500	2694	600	9/28/15	15:58:03	351819140	-974377751	346724	6
XQ	97503	2682	602	9/28/15	15:58:04	351819140	-974377681	347232	6
XQ	97495	2650	597	9/28/15	15:58:05	351819149	-974377647	347508	6
XQ	97500	2630	599	9/28/15	15:58:06	351819167	-974377518	348519	6
XQ	97495	2620	591	9/28/15	15:58:07	351819161	-974377452	349165	6
XQ	97503	2600	589	9/28/15	15:58:08	351819149	-974377381	349542	6
XQ	97496	2592	592	9/28/15	15:58:09	351819135	-974377320	349783	7
XQ	97496	2587	589	9/28/15	15:58:10	351819128	-974377295	349832	7
XQ	97504	2581	602	9/28/15	15:58:11	351819121	-974377267	349792	7
XQ	97501	2582	599	9/28/15	15:58:12	351819112	-974377238	349586	7
XQ	97490	2584	601	9/28/15	15:58:13	351819107	-974377214	349463	7
XQ	97496	2583	609	9/28/15	15:58:14	351819109	-974377216	349287	7
XQ	97492	2595	619	9/28/15	15:58:15	351819118	-974377228	349216	7
XQ	97492	2599	611	9/28/15	15:58:16	351819123	-974377229	349075	7
XQ	97500	2599	619	9/28/15	15:58:17	351819129	-974377231	348812	7
XQ	97503	2604	616	9/28/15	15:58:18	351819122	-974377220	348616	7
XQ	97500	2608	612	9/28/15	15:58:19	351819129	-974377222	348594	7
XQ	97502	2612	620	9/28/15	15:58:20	351819141	-974377245	348359	8
XQ	97498	2615	618	9/28/15	15:58:21	351819144	-974377246	348372	8
XQ	97492	2590	619	9/28/15	15:58:22	351819156	-974377256	348043	8
XQ	97493	2585	618	9/28/15	15:58:23	351819183	-974377273	347733	8
XQ	97492	2577	619	9/28/15	15:58:24	351819188	-974377278	347606	8
XQ	97499	2573	622	9/28/15	15:58:25	351819192	-974377279	347564	8
XQ	97498	2577	618	9/28/15	15:58:26	351819194	-974377281	347452	8
XQ	97495	2565	618	9/28/15	15:58:27	351819211	-974377313	347417	8
XQ	97493	2564	618	9/28/15	15:58:28	351819224	-974377342	347477	8
XQ	97504	2570	620	9/28/15	15:58:29	351819236	-974377365	347486	8
XQ	97503	2569	627	9/28/15	15:58:30	351819243	-974377390	347290	8
XQ	97488	2575	638	9/28/15	15:58:31	351819253	-974377409	347069	8
XQ	97495	2569	637	9/28/15	15:58:32	351819261	-974377426	346882	8
XQ	97496	2572	632	9/28/15	15:58:33	351819270	-974377443	346705	8
XQ	97493	2553	628	9/28/15	15:58:34	351819276	-974377450	346730	8
XQ	97494	2544	630	9/28/15	15:58:35	351819286	-974377463	346764	8
XQ	97495	2541	636	9/28/15	15:58:36	351819295	-974377473	346776	8
XQ	97496	2540	625	9/28/15	15:58:37	351819303	-974377480	346803	8
XQ	97491	2536	626	9/28/15	15:58:38	351819313	-974377483	346891	8
XQ	97487	2532	628	9/28/15	15:58:39	351819330	-974377479	347165	8
XQ	97493	2534	635	9/28/15	15:58:40	351819340	-974377491	347173	8
XQ	97495	2529	632	9/28/15	15:58:41	351819352	-974377507	347079	8
XQ	97496	2530	632	9/28/15	15:58:42	351819356	-974377513	347058	8
XQ	97494	2532	634	9/28/15	15:58:43	351819360	-974377516	347049	8
XQ	97502	2538	637	9/28/15	15:58:44	351819359	-974377522	347007	8
XQ	97493	2534	637	9/28/15	15:58:45	351819359	-974377528	347045	8
XQ	97502	2526	634	9/28/15	15:58:46	351819360	-974377537	346946	8
XQ	97492	2530	637	9/28/15	15:58:47	351819364	-974377546	346847	8
XQ	97505	2536	648	9/28/15	15:58:48	351819367	-974377554	346789	8
XQ	97497	2527	642	9/28/15	15:58:49	351819370	-974377562	346589	8
XQ	97495	2526	646	9/28/15	15:58:50	351819375	-974377572	346228	9
XQ	97496	2514	648	9/28/15	15:58:51	351819380	-974377574	346012	9
XQ	97489	2510	645	9/28/15	15:58:52	351819383	-974377578	345852	9
XQ	97495	2512	643	9/28/15	15:58:53	351819388	-974377582	345825	9
XQ	97498	2494	656	9/28/15	15:58:54	351819392	-974377592	345640	9
XQ	97495	2502	643	9/28/15	15:58:55	351819396	-974377605	345432	9
XQ	97494	2502	644	9/28/15	15:58:56	351819401	-974377613	345261	9
XQ	97495	2497	643	9/28/15	15:58:56	351819401	-974377613	345261	9
XQ	97500	2494	646	9/28/15	15:58:58	351819402	-974377626	345025	9
XQ	97497	2496	648	9/28/15	15:58:59	351819404	-974377635	344875	9
XQ	97493	2499	646	9/28/15	15:59:00	351819408	-974377644	344718	9
XQ	97495	2499	653	9/28/15	15:59:01	351819408	-974377650	344668	9
XQ	97495	2507	653	9/28/15	15:59:02	351819409	-974377654	344633	9
XQ	97501	2510	652	9/28/15	15:59:03	351819413	-974377657	344572	9
XQ	97494	2507	652	9/28/15	15:59:03	351819413	-974377657	344572	9
XQ	97493	2515	655	9/28/15	15:59:04	351819410	-974377656	344591	9
XQ	97498	2525	660	9/28/15	15:59:05	351819408	-974377656	344618	9
XQ	97492	2523	661	9/28/15	15:59:06	351819403	-974377658	344679	9
XQ	97493	2533	668	9/28/15	15:59:07	351819400	-974377663	344738	9
XQ	97490	2523	669	9/28/15	15:59:08	351819401	-974377659	345009	9
XQ	97496	2536	664	9/28/15	15:59:09	351819402	-974377657	345167	9
XQ	97490	2539	674	9/28/15	15:59:10	351819404	-974377654	345372	9
XQ	97498	2543	674	9/28/15	15:59:11	351819404	-974377650	345573	9
XQ	97492	2540	673	9/28/15	15:59:12	351819409	-974377644	345834	9
XQ	97491	2537	671	9/28/15	15:59:13	351819410	-974377639	346071	9
XQ	97494	2532	675	9/28/15	15:59:14	351819410	-974377635	346292	9
XQ	97492	2516	674	9/28/15	15:59:15	351819412	-974377632	346390	9
XQ	97494	2515	658	9/28/15	15:59:16	351819409	-974377629	346542	9
XQ	97494	2516	653	9/28/15	15:59:17	351819407	-974377623	346693	9
