Co2 Data from 2017/3/26 17:47:14
Sensor is K30 FR from Co2meter.com, In Blue Box

Time(Unix)	Co2(ppm)
1490550434	434
1490550435	434
1490550436	436
1490550437	436
1490550438	436
1490550440	463
1490550441	515
1490550442	489
1490550443	450
1490550444	443
1490550445	579
1490550446	572
1490550447	528
1490550448	483
1490550449	449
1490550450	429
1490550451	412
1490550453	401
1490550454	395
1490550455	393
1490550456	387
1490550457	386
1490550458	388
1490550459	389
1490550460	388
1490550461	388
1490550462	387
1490550463	388
1490550464	388
1490550465	388
1490550467	388
1490550468	388
1490550469	389
1490550470	390
1490550471	389
1490550472	389
1490550473	389
1490550474	389
1490550475	389
1490550476	389
1490550477	389
1490550478	389
1490550480	389
1490550481	389
1490550482	389
1490550483	389
1490550484	389
1490550485	389
1490550486	389
1490550487	389
1490550488	389
1490550489	390
1490550490	390
1490550491	390
1490550493	390
1490550494	390
1490550495	390
1490550496	390
1490550497	390
1490550498	390
1490550499	390
1490550500	390
1490550501	390
1490550502	390
1490550503	390
1490550504	390
1490550505	390
1490550507	390
1490550508	390
1490550509	390
1490550510	390
1490550511	390
1490550512	390
1490550513	390
1490550514	390
1490550515	390
1490550516	390
1490550517	390
1490550518	390
1490550519	390
1490550521	390
1490550522	390
1490550523	390
1490550524	390
1490550525	390
1490550526	390
1490550527	389
1490550528	390
1490550529	390
1490550530	390
1490550531	391
1490550532	391
1490550533	390
1490550535	390
1490550536	390
1490550537	390
1490550538	390
1490550539	390
1490550540	390
1490550541	390
1490550542	391
1490550543	390
1490550544	390
1490550545	390
1490550546	390
1490550547	390
1490550549	390
1490550550	390
1490550551	390
1490550552	390
1490550553	391
1490550554	391
1490550555	391
1490550556	391
1490550557	391
1490550558	391
1490550559	391
1490550560	390
1490550562	390
1490550563	390
1490550564	390
1490550565	390
1490550566	390
1490550567	390
1490550568	391
1490550569	391
1490550570	391
1490550571	391
1490550572	391
1490550573	391
1490550574	391
1490550576	391
1490550577	390
1490550578	390
1490550579	390
1490550580	391
1490550581	391
1490550582	391
1490550583	391
1490550584	391
1490550585	391
1490550586	391
1490550587	391
1490550589	391
1490550590	391
1490550591	391
1490550592	391
1490550593	391
1490550594	391
1490550595	391
1490550596	391
1490550597	391
1490550598	391
1490550599	391
1490550600	391
1490550602	391
1490550603	391
1490550604	390
1490550605	391
1490550606	391
1490550607	391
1490550608	391
1490550609	390
1490550610	390
1490550611	390
1490550612	390
1490550613	390
1490550614	390
1490550616	390
1490550617	390
1490550618	391
1490550619	391
1490550620	390
1490550621	390
1490550622	391
1490550623	391
1490550624	391
1490550625	391
1490550626	391
1490550627	391
1490550629	391
1490550630	391
1490550631	391
1490550632	390
1490550633	391
1490550634	391
1490550635	391
1490550636	391
1490550637	391
1490550638	391
1490550639	392
1490550640	392
1490550641	391
1490550643	390
1490550644	390
1490550645	390
1490550646	390
1490550647	390
1490550648	390
1490550649	390
1490550650	390
1490550651	390
1490550652	390
1490550653	390
1490550654	390
1490550656	390
1490550657	390
1490550658	391
1490550659	391
1490550660	391
1490550661	390
1490550662	390
1490550663	390
1490550664	391
1490550665	391
1490550666	390
1490550667	390
1490550668	390
1490550670	391
1490550671	391
1490550672	391
1490550673	391
1490550674	391
1490550675	391
1490550676	391
1490550677	390
1490550678	390
1490550679	390
1490550680	390
1490550681	390
1490550682	390
1490550683	390
1490550685	391
1490550686	391
1490550687	390
1490550688	390
1490550689	390
1490550690	390
1490550691	390
1490550692	390
1490550693	389
1490550694	390
1490550695	390
1490550696	390
1490550698	390
1490550699	390
1490550700	390
1490550701	390
1490550702	390
1490550703	390
