,sensor [K-30 FR],,
,CO2,,,
03/03/17 20:00:32.328,"432",,
03/03/17 20:00:33.326,"433",,
03/03/17 20:00:34.327,"434",,
03/03/17 20:00:35.327,"435",,
03/03/17 20:00:36.326,"435",,
03/03/17 20:00:37.327,"436",,
03/03/17 20:00:38.326,"437",,
03/03/17 20:00:39.326,"437",,
03/03/17 20:00:40.326,"438",,
03/03/17 20:00:41.326,"438",,
03/03/17 20:00:42.327,"438",,
03/03/17 20:00:43.329,"439",,
03/03/17 20:00:44.328,"438",,
03/03/17 20:00:45.328,"437",,
03/03/17 20:00:46.326,"436",,
03/03/17 20:00:47.327,"436",,
03/03/17 20:00:48.327,"436",,
03/03/17 20:00:49.326,"437",,
03/03/17 20:00:50.327,"438",,
03/03/17 20:00:51.327,"438",,
03/03/17 20:00:52.328,"437",,
03/03/17 20:00:53.327,"438",,
03/03/17 20:00:54.326,"437",,
03/03/17 20:00:55.327,"436",,
03/03/17 20:00:56.327,"436",,
03/03/17 20:00:57.326,"436",,
03/03/17 20:00:58.326,"436",,
03/03/17 20:00:59.327,"437",,
03/03/17 20:01:00.327,"437",,
03/03/17 20:01:01.327,"437",,
03/03/17 20:01:02.327,"437",,
03/03/17 20:01:03.328,"437",,
03/03/17 20:01:04.326,"438",,
03/03/17 20:01:05.327,"438",,
03/03/17 20:01:06.327,"438",,
03/03/17 20:01:07.326,"438",,
03/03/17 20:01:08.327,"438",,
03/03/17 20:01:09.326,"439",,
03/03/17 20:01:10.327,"439",,
03/03/17 20:01:11.326,"439",,
03/03/17 20:01:12.326,"437",,
03/03/17 20:01:13.327,"435",,
03/03/17 20:01:14.326,"434",,
03/03/17 20:01:15.326,"434",,
03/03/17 20:01:16.327,"434",,
03/03/17 20:01:16.327,"434",,
03/03/17 20:01:17.326,"432",,
03/03/17 20:01:18.327,"432",,
03/03/17 20:01:19.327,"432",,
03/03/17 20:01:20.327,"432",,
03/03/17 20:01:21.326,"432",,
03/03/17 20:01:22.327,"433",,
03/03/17 20:01:23.327,"433",,
03/03/17 20:01:24.327,"434",,
03/03/17 20:01:25.326,"434",,
03/03/17 20:01:26.326,"434",,
03/03/17 20:01:27.326,"435",,
03/03/17 20:01:28.326,"435",,
03/03/17 20:01:29.329,"435",,
03/03/17 20:01:30.326,"435",,
03/03/17 20:01:31.327,"435",,
03/03/17 20:01:32.327,"436",,
03/03/17 20:01:33.328,"436",,
03/03/17 20:01:34.326,"436",,
03/03/17 20:01:35.327,"436",,
03/03/17 20:01:36.328,"437",,
03/03/17 20:01:37.326,"437",,
03/03/17 20:01:38.327,"437",,
03/03/17 20:01:39.327,"437",,
03/03/17 20:01:40.326,"435",,
03/03/17 20:01:41.326,"434",,
03/03/17 20:01:42.326,"434",,
03/03/17 20:01:43.326,"434",,
03/03/17 20:01:44.326,"435",,
03/03/17 20:01:45.327,"436",,
03/03/17 20:01:46.326,"437",,
03/03/17 20:01:47.326,"437",,
03/03/17 20:01:48.327,"437",,
03/03/17 20:01:49.327,"436",,
03/03/17 20:01:50.327,"436",,
03/03/17 20:01:51.326,"436",,
03/03/17 20:01:52.326,"436",,
03/03/17 20:01:53.327,"436",,
03/03/17 20:01:54.327,"437",,
03/03/17 20:01:55.326,"437",,
03/03/17 20:01:56.326,"437",,
03/03/17 20:01:57.326,"435",,
03/03/17 20:01:58.326,"435",,
03/03/17 20:01:59.327,"435",,
03/03/17 20:02:00.326,"434",,
03/03/17 20:02:01.326,"434",,
03/03/17 20:02:02.326,"434",,
03/03/17 20:02:03.326,"435",,
03/03/17 20:02:04.326,"435",,
03/03/17 20:02:05.327,"434",,
03/03/17 20:02:06.327,"434",,
03/03/17 20:02:07.326,"434",,
03/03/17 20:02:07.326,"434",,
03/03/17 20:02:08.326,"434",,
03/03/17 20:02:09.327,"434",,
03/03/17 20:02:10.326,"433",,
03/03/17 20:02:11.326,"434",,
03/03/17 20:02:12.326,"433",,
03/03/17 20:02:13.326,"433",,
03/03/17 20:02:14.326,"432",,
03/03/17 20:02:15.326,"432",,
03/03/17 20:02:16.326,"432",,
03/03/17 20:02:17.326,"432",,
03/03/17 20:02:18.326,"430",,
03/03/17 20:02:19.326,"429",,
03/03/17 20:02:20.326,"429",,
03/03/17 20:02:21.326,"429",,
03/03/17 20:02:22.326,"431",,
03/03/17 20:02:23.326,"432",,
03/03/17 20:02:24.326,"431",,
03/03/17 20:02:25.326,"431",,
03/03/17 20:02:26.326,"430",,
03/03/17 20:02:27.326,"429",,
03/03/17 20:02:28.326,"428",,
03/03/17 20:02:29.326,"430",,
03/03/17 20:02:30.326,"430",,
03/03/17 20:02:31.326,"431",,
03/03/17 20:02:32.326,"431",,
03/03/17 20:02:33.326,"430",,
03/03/17 20:02:34.326,"431",,
03/03/17 20:02:35.326,"431",,
03/03/17 20:02:36.326,"430",,
03/03/17 20:02:37.326,"430",,
03/03/17 20:02:38.326,"430",,
03/03/17 20:02:39.327,"430",,
03/03/17 20:02:40.326,"430",,
03/03/17 20:02:41.326,"431",,
03/03/17 20:02:42.326,"430",,
03/03/17 20:02:43.326,"429",,
03/03/17 20:02:44.326,"429",,
03/03/17 20:02:45.326,"426",,
03/03/17 20:02:46.326,"425",,
03/03/17 20:02:47.326,"426",,
03/03/17 20:02:48.326,"426",,
03/03/17 20:02:49.326,"427",,
03/03/17 20:02:50.326,"429",,
03/03/17 20:02:51.327,"429",,
03/03/17 20:02:52.326,"430",,
03/03/17 20:02:53.326,"432",,
03/03/17 20:02:54.327,"432",,
03/03/17 20:02:55.326,"431",,
03/03/17 20:02:56.326,"429",,
03/03/17 20:02:57.326,"430",,
03/03/17 20:02:58.326,"431",,
03/03/17 20:02:58.326,"431",,
03/03/17 20:02:59.326,"430",,
03/03/17 20:03:00.326,"430",,
03/03/17 20:03:01.326,"431",,
03/03/17 20:03:02.326,"431",,
03/03/17 20:03:03.326,"431",,
03/03/17 20:03:04.326,"431",,
03/03/17 20:03:05.326,"430",,
03/03/17 20:03:06.326,"431",,
03/03/17 20:03:07.326,"431",,
03/03/17 20:03:08.326,"431",,
03/03/17 20:03:09.326,"431",,
03/03/17 20:03:10.326,"431",,
03/03/17 20:03:11.327,"430",,
03/03/17 20:03:12.326,"430",,
03/03/17 20:03:13.326,"430",,
03/03/17 20:03:14.326,"430",,
03/03/17 20:03:15.326,"430",,
03/03/17 20:03:16.326,"430",,
03/03/17 20:03:17.326,"430",,
03/03/17 20:03:18.326,"430",,
03/03/17 20:03:19.327,"431",,
03/03/17 20:03:20.326,"431",,
03/03/17 20:03:21.326,"431",,
03/03/17 20:03:22.326,"431",,
03/03/17 20:03:23.326,"431",,
03/03/17 20:03:24.326,"430",,
03/03/17 20:03:25.326,"431",,
03/03/17 20:03:26.326,"431",,
03/03/17 20:03:27.326,"433",,
03/03/17 20:03:28.326,"432",,
03/03/17 20:03:29.326,"433",,
03/03/17 20:03:30.326,"433",,
03/03/17 20:03:31.326,"433",,
03/03/17 20:03:32.326,"431",,
03/03/17 20:03:33.326,"431",,
03/03/17 20:03:34.326,"431",,
03/03/17 20:03:35.326,"431",,
03/03/17 20:03:36.326,"432",,
03/03/17 20:03:37.326,"431",,
03/03/17 20:03:38.326,"431",,
03/03/17 20:03:39.327,"430",,
03/03/17 20:03:40.326,"432",,
03/03/17 20:03:41.326,"432",,
03/03/17 20:03:42.326,"432",,
03/03/17 20:03:43.326,"432",,
03/03/17 20:03:44.326,"432",,
03/03/17 20:03:45.326,"432",,
03/03/17 20:03:46.326,"432",,
03/03/17 20:03:47.326,"432",,
03/03/17 20:03:48.326,"432",,
03/03/17 20:03:49.326,"432",,
03/03/17 20:03:49.326,"432",,
03/03/17 20:03:50.326,"431",,
03/03/17 20:03:51.326,"430",,
03/03/17 20:03:52.326,"431",,
03/03/17 20:03:53.326,"431",,
03/03/17 20:03:54.326,"430",,
03/03/17 20:03:55.326,"430",,
03/03/17 20:03:56.326,"430",,
03/03/17 20:03:57.326,"431",,
03/03/17 20:03:58.326,"431",,
03/03/17 20:03:59.326,"431",,
03/03/17 20:04:00.326,"432",,
03/03/17 20:04:01.326,"432",,
03/03/17 20:04:02.327,"432",,
03/03/17 20:04:03.326,"433",,
03/03/17 20:04:04.326,"432",,
03/03/17 20:04:05.326,"431",,
03/03/17 20:04:06.326,"431",,
03/03/17 20:04:07.326,"431",,
03/03/17 20:04:08.326,"431",,
03/03/17 20:04:09.326,"431",,
03/03/17 20:04:10.326,"431",,
03/03/17 20:04:11.326,"429",,
03/03/17 20:04:12.326,"429",,
03/03/17 20:04:13.326,"429",,
03/03/17 20:04:14.326,"429",,
03/03/17 20:04:15.326,"429",,
03/03/17 20:04:16.326,"429",,
03/03/17 20:04:17.326,"430",,
03/03/17 20:04:18.326,"430",,
03/03/17 20:04:19.326,"432",,
03/03/17 20:04:20.326,"433",,
03/03/17 20:04:21.326,"434",,
03/03/17 20:04:22.326,"434",,
03/03/17 20:04:23.326,"435",,
03/03/17 20:04:24.326,"434",,
03/03/17 20:04:25.326,"434",,
03/03/17 20:04:26.326,"435",,
03/03/17 20:04:27.326,"435",,
03/03/17 20:04:28.326,"436",,
03/03/17 20:04:29.326,"434",,
03/03/17 20:04:30.327,"434",,
03/03/17 20:04:31.326,"432",,
03/03/17 20:04:32.326,"432",,
03/03/17 20:04:33.327,"432",,
03/03/17 20:04:34.326,"431",,
03/03/17 20:04:35.326,"431",,
03/03/17 20:04:36.326,"432",,
03/03/17 20:04:37.326,"432",,
03/03/17 20:04:38.326,"433",,
03/03/17 20:04:39.326,"433",,
03/03/17 20:04:40.326,"432",,
03/03/17 20:04:40.326,"432",,
03/03/17 20:04:41.326,"432",,
03/03/17 20:04:42.326,"434",,
03/03/17 20:04:43.326,"434",,
03/03/17 20:04:44.327,"434",,
03/03/17 20:04:45.326,"433",,
03/03/17 20:04:46.327,"433",,
03/03/17 20:04:47.326,"433",,
03/03/17 20:04:48.326,"433",,
03/03/17 20:04:49.326,"433",,
03/03/17 20:04:50.374,"433",,
03/03/17 20:04:51.326,"433",,
03/03/17 20:04:52.326,"433",,
03/03/17 20:04:53.326,"430",,
03/03/17 20:04:54.387,"430",,
03/03/17 20:04:55.326,"430",,
03/03/17 20:04:56.326,"430",,
03/03/17 20:04:57.326,"429",,
03/03/17 20:04:58.326,"430",,
03/03/17 20:04:59.326,"430",,
03/03/17 20:05:00.327,"432",,
03/03/17 20:05:01.326,"432",,
03/03/17 20:05:02.326,"431",,
03/03/17 20:05:03.326,"431",,
03/03/17 20:05:04.326,"431",,
03/03/17 20:05:05.326,"431",,
03/03/17 20:05:06.326,"431",,
03/03/17 20:05:07.326,"432",,
03/03/17 20:05:08.326,"433",,
03/03/17 20:05:09.326,"432",,
03/03/17 20:05:10.326,"433",,
03/03/17 20:05:11.326,"432",,
03/03/17 20:05:12.326,"432",,
03/03/17 20:05:13.326,"432",,
03/03/17 20:05:14.326,"432",,
03/03/17 20:05:15.326,"432",,
03/03/17 20:05:16.326,"433",,
03/03/17 20:05:17.326,"433",,
03/03/17 20:05:18.326,"433",,
03/03/17 20:05:19.326,"431",,
03/03/17 20:05:20.326,"430",,
03/03/17 20:05:21.326,"430",,
03/03/17 20:05:22.326,"430",,
03/03/17 20:05:23.326,"431",,
03/03/17 20:05:24.326,"432",,
03/03/17 20:05:25.326,"432",,
03/03/17 20:05:26.327,"433",,
03/03/17 20:05:27.326,"433",,
03/03/17 20:05:28.327,"432",,
03/03/17 20:05:29.327,"432",,
03/03/17 20:05:30.326,"431",,
03/03/17 20:05:31.326,"431",,
03/03/17 20:05:31.326,"431",,
03/03/17 20:05:32.326,"432",,
03/03/17 20:05:33.326,"432",,
03/03/17 20:05:34.326,"433",,
03/03/17 20:05:35.326,"433",,
03/03/17 20:05:36.326,"433",,
03/03/17 20:05:37.326,"433",,
03/03/17 20:05:38.326,"433",,
03/03/17 20:05:39.326,"434",,
03/03/17 20:05:40.326,"434",,
03/03/17 20:05:41.326,"434",,
03/03/17 20:05:42.326,"434",,
03/03/17 20:05:43.326,"434",,
03/03/17 20:05:44.326,"434",,
03/03/17 20:05:45.326,"434",,
03/03/17 20:05:46.326,"434",,
03/03/17 20:05:47.326,"434",,
03/03/17 20:05:48.326,"434",,
03/03/17 20:05:49.326,"434",,
03/03/17 20:05:50.326,"434",,
03/03/17 20:05:51.326,"434",,
03/03/17 20:05:52.326,"435",,
03/03/17 20:05:53.326,"434",,
03/03/17 20:05:54.326,"434",,
03/03/17 20:05:55.326,"434",,
03/03/17 20:05:56.326,"435",,
03/03/17 20:05:57.326,"435",,
03/03/17 20:05:58.326,"434",,
03/03/17 20:05:59.326,"435",,
03/03/17 20:06:00.326,"435",,
03/03/17 20:06:01.327,"436",,
03/03/17 20:06:02.326,"436",,
03/03/17 20:06:03.326,"436",,
03/03/17 20:06:04.326,"435",,
03/03/17 20:06:05.326,"434",,
03/03/17 20:06:06.326,"433",,
03/03/17 20:06:07.326,"434",,
03/03/17 20:06:08.326,"433",,
03/03/17 20:06:09.326,"432",,
03/03/17 20:06:10.327,"432",,
03/03/17 20:06:11.326,"431",,
03/03/17 20:06:12.326,"431",,
03/03/17 20:06:13.326,"430",,
03/03/17 20:06:14.326,"430",,
03/03/17 20:06:15.326,"430",,
03/03/17 20:06:16.326,"431",,
03/03/17 20:06:17.326,"431",,
03/03/17 20:06:18.326,"432",,
03/03/17 20:06:19.326,"432",,
03/03/17 20:06:20.326,"433",,
03/03/17 20:06:21.326,"433",,
03/03/17 20:06:22.326,"434",,
03/03/17 20:06:22.326,"434",,
03/03/17 20:06:23.326,"434",,
03/03/17 20:06:24.326,"434",,
03/03/17 20:06:25.326,"434",,
03/03/17 20:06:26.326,"433",,
03/03/17 20:06:27.326,"433",,
03/03/17 20:06:28.326,"432",,
03/03/17 20:06:29.326,"432",,
03/03/17 20:06:30.326,"430",,
03/03/17 20:06:31.326,"428",,
03/03/17 20:06:32.326,"428",,
03/03/17 20:06:33.326,"429",,
03/03/17 20:06:34.327,"429",,
03/03/17 20:06:35.326,"429",,
03/03/17 20:06:36.326,"428",,
03/03/17 20:06:37.326,"429",,
03/03/17 20:06:38.327,"430",,
03/03/17 20:06:39.326,"430",,
03/03/17 20:06:40.326,"430",,
03/03/17 20:06:41.326,"430",,
03/03/17 20:06:42.326,"429",,
03/03/17 20:06:43.326,"429",,
03/03/17 20:06:44.326,"430",,
03/03/17 20:06:45.326,"430",,
03/03/17 20:06:46.326,"430",,
03/03/17 20:06:47.343,"430",,
03/03/17 20:06:48.326,"426",,
03/03/17 20:06:49.326,"426",,
03/03/17 20:06:50.326,"428",,
03/03/17 20:06:51.342,"428",,
03/03/17 20:06:52.326,"430",,
03/03/17 20:06:53.326,"430",,
03/03/17 20:06:54.326,"430",,
03/03/17 20:06:55.326,"430",,
03/03/17 20:06:56.326,"431",,
03/03/17 20:06:57.326,"432",,
03/03/17 20:06:58.326,"432",,
03/03/17 20:06:59.326,"432",,
03/03/17 20:07:00.326,"432",,
03/03/17 20:07:01.326,"432",,
03/03/17 20:07:02.326,"432",,
03/03/17 20:07:03.326,"432",,
03/03/17 20:07:04.326,"432",,
03/03/17 20:07:05.326,"432",,
03/03/17 20:07:06.326,"433",,
03/03/17 20:07:07.326,"433",,
03/03/17 20:07:08.326,"433",,
03/03/17 20:07:09.326,"433",,
03/03/17 20:07:10.326,"433",,
03/03/17 20:07:11.326,"434",,
03/03/17 20:07:12.327,"434",,
03/03/17 20:07:13.326,"434",,
03/03/17 20:07:13.326,"434",,
03/03/17 20:07:14.487,"434",,
03/03/17 20:07:15.326,"434",,
03/03/17 20:07:16.326,"435",,
03/03/17 20:07:17.326,"434",,
03/03/17 20:07:18.326,"433",,
03/03/17 20:07:19.326,"432",,
03/03/17 20:07:20.326,"432",,
03/03/17 20:07:21.326,"431",,
03/03/17 20:07:22.326,"432",,
03/03/17 20:07:23.326,"431",,
03/03/17 20:07:24.326,"431",,
03/03/17 20:07:25.326,"431",,
03/03/17 20:07:26.326,"431",,
03/03/17 20:07:27.326,"431",,
03/03/17 20:07:28.326,"430",,
03/03/17 20:07:29.326,"430",,
03/03/17 20:07:30.326,"430",,
03/03/17 20:07:31.326,"430",,
03/03/17 20:07:32.327,"430",,
03/03/17 20:07:33.326,"429",,
03/03/17 20:07:34.326,"430",,
03/03/17 20:07:35.326,"429",,
03/03/17 20:07:36.327,"429",,
03/03/17 20:07:37.326,"428",,
03/03/17 20:07:38.326,"428",,
03/03/17 20:07:39.326,"429",,
03/03/17 20:07:40.326,"428",,
03/03/17 20:07:41.326,"428",,
03/03/17 20:07:42.326,"428",,
03/03/17 20:07:43.327,"428",,
03/03/17 20:07:44.326,"429",,
03/03/17 20:07:45.327,"430",,
03/03/17 20:07:46.326,"430",,
03/03/17 20:07:47.326,"430",,
03/03/17 20:07:48.326,"430",,
03/03/17 20:07:49.327,"429",,
03/03/17 20:07:50.327,"429",,
03/03/17 20:07:51.326,"429",,
03/03/17 20:07:52.326,"430",,
03/03/17 20:07:53.326,"429",,
03/03/17 20:07:54.326,"429",,
03/03/17 20:07:55.326,"430",,
03/03/17 20:07:56.326,"431",,
03/03/17 20:07:57.326,"430",,
03/03/17 20:07:58.326,"430",,
03/03/17 20:07:59.326,"429",,
03/03/17 20:08:00.326,"430",,
03/03/17 20:08:01.326,"430",,
03/03/17 20:08:02.326,"429",,
03/03/17 20:08:03.326,"430",,
03/03/17 20:08:04.326,"428",,
03/03/17 20:08:04.326,"428",,
03/03/17 20:08:05.326,"428",,
03/03/17 20:08:06.326,"429",,
03/03/17 20:08:07.326,"429",,
03/03/17 20:08:08.326,"430",,
03/03/17 20:08:09.326,"430",,
03/03/17 20:08:10.326,"429",,
03/03/17 20:08:11.326,"430",,
03/03/17 20:08:12.326,"430",,
03/03/17 20:08:13.326,"430",,
03/03/17 20:08:14.326,"430",,
03/03/17 20:08:15.326,"432",,
03/03/17 20:08:16.326,"432",,
03/03/17 20:08:17.326,"429",,
03/03/17 20:08:18.326,"430",,
03/03/17 20:08:19.326,"430",,
03/03/17 20:08:20.326,"431",,
03/03/17 20:08:21.326,"432",,
03/03/17 20:08:22.326,"430",,
03/03/17 20:08:23.326,"430",,
03/03/17 20:08:24.326,"430",,
03/03/17 20:08:25.326,"430",,
03/03/17 20:08:26.326,"430",,
03/03/17 20:08:27.326,"431",,
03/03/17 20:08:28.326,"430",,
03/03/17 20:08:29.326,"430",,
03/03/17 20:08:30.326,"430",,
03/03/17 20:08:31.326,"430",,
03/03/17 20:08:32.326,"430",,
03/03/17 20:08:33.327,"429",,
03/03/17 20:08:34.326,"429",,
03/03/17 20:08:35.326,"430",,
03/03/17 20:08:36.326,"430",,
03/03/17 20:08:37.327,"429",,
03/03/17 20:08:38.326,"430",,
03/03/17 20:08:39.326,"430",,
03/03/17 20:08:40.326,"429",,
03/03/17 20:08:41.326,"429",,
03/03/17 20:08:42.326,"429",,
03/03/17 20:08:43.326,"429",,
03/03/17 20:08:44.326,"430",,
03/03/17 20:08:45.326,"430",,
03/03/17 20:08:46.326,"430",,
03/03/17 20:08:47.326,"430",,
03/03/17 20:08:48.326,"430",,
03/03/17 20:08:49.326,"430",,
03/03/17 20:08:50.326,"429",,
03/03/17 20:08:51.326,"430",,
03/03/17 20:08:52.326,"430",,
03/03/17 20:08:53.326,"430",,
03/03/17 20:08:54.326,"430",,
03/03/17 20:08:55.326,"431",,
03/03/17 20:08:55.326,"431",,
03/03/17 20:08:56.326,"430",,
03/03/17 20:08:57.326,"430",,
03/03/17 20:08:58.326,"430",,
03/03/17 20:08:59.327,"431",,
03/03/17 20:09:00.326,"431",,
03/03/17 20:09:01.326,"431",,
03/03/17 20:09:02.326,"431",,
03/03/17 20:09:03.326,"432",,
03/03/17 20:09:04.326,"432",,
03/03/17 20:09:05.326,"432",,
03/03/17 20:09:06.326,"432",,
03/03/17 20:09:07.326,"432",,
03/03/17 20:09:08.326,"433",,
03/03/17 20:09:09.326,"433",,
03/03/17 20:09:10.326,"433",,
03/03/17 20:09:11.326,"433",,
03/03/17 20:09:12.326,"434",,
03/03/17 20:09:13.326,"434",,
03/03/17 20:09:14.326,"434",,
03/03/17 20:09:15.326,"433",,
03/03/17 20:09:16.326,"433",,
03/03/17 20:09:17.326,"434",,
03/03/17 20:09:18.326,"434",,
03/03/17 20:09:19.326,"435",,
03/03/17 20:09:20.326,"434",,
03/03/17 20:09:21.326,"434",,
03/03/17 20:09:22.326,"434",,
03/03/17 20:09:23.326,"434",,
03/03/17 20:09:24.326,"434",,
03/03/17 20:09:25.326,"434",,
03/03/17 20:09:26.326,"434",,
03/03/17 20:09:27.326,"434",,
03/03/17 20:09:28.326,"434",,
03/03/17 20:09:29.326,"434",,
03/03/17 20:09:30.326,"434",,
03/03/17 20:09:31.326,"434",,
03/03/17 20:09:32.326,"434",,
03/03/17 20:09:33.326,"433",,
03/03/17 20:09:34.326,"432",,
03/03/17 20:09:35.326,"432",,
03/03/17 20:09:36.326,"433",,
03/03/17 20:09:37.326,"434",,
03/03/17 20:09:38.326,"434",,
03/03/17 20:09:39.326,"434",,
03/03/17 20:09:40.326,"431",,
03/03/17 20:09:41.326,"432",,
03/03/17 20:09:42.326,"431",,
03/03/17 20:09:43.326,"431",,
03/03/17 20:09:44.326,"431",,
03/03/17 20:09:45.326,"430",,
03/03/17 20:09:46.326,"429",,
03/03/17 20:09:46.326,"429",,
03/03/17 20:09:47.326,"425",,
03/03/17 20:09:48.326,"424",,
03/03/17 20:09:49.326,"424",,
03/03/17 20:09:50.326,"424",,
03/03/17 20:09:51.326,"425",,
03/03/17 20:09:52.326,"426",,
03/03/17 20:09:53.326,"427",,
03/03/17 20:09:54.326,"428",,
03/03/17 20:09:55.326,"429",,
03/03/17 20:09:56.326,"431",,
03/03/17 20:09:57.326,"431",,
03/03/17 20:09:58.326,"432",,
03/03/17 20:09:59.326,"432",,
03/03/17 20:10:00.326,"432",,
03/03/17 20:10:01.326,"432",,
03/03/17 20:10:02.326,"432",,
03/03/17 20:10:03.326,"432",,
03/03/17 20:10:04.326,"433",,
03/03/17 20:10:05.327,"430",,
03/03/17 20:10:06.326,"429",,
03/03/17 20:10:07.326,"428",,
03/03/17 20:10:08.326,"428",,
03/03/17 20:10:09.326,"428",,
03/03/17 20:10:10.326,"428",,
03/03/17 20:10:11.326,"429",,
03/03/17 20:10:12.327,"430",,
03/03/17 20:10:13.326,"428",,
03/03/17 20:10:14.326,"426",,
03/03/17 20:10:15.326,"426",,
03/03/17 20:10:16.326,"426",,
03/03/17 20:10:17.326,"426",,
03/03/17 20:10:18.326,"426",,
03/03/17 20:10:19.327,"427",,
03/03/17 20:10:20.326,"427",,
03/03/17 20:10:21.326,"428",,
03/03/17 20:10:22.326,"427",,
03/03/17 20:10:23.326,"427",,
03/03/17 20:10:24.326,"427",,
03/03/17 20:10:25.326,"428",,
03/03/17 20:10:26.326,"429",,
03/03/17 20:10:27.326,"429",,
03/03/17 20:10:28.326,"428",,
03/03/17 20:10:29.326,"429",,
03/03/17 20:10:30.326,"430",,
03/03/17 20:10:31.326,"430",,
03/03/17 20:10:32.326,"430",,
03/03/17 20:10:33.326,"431",,
03/03/17 20:10:34.326,"432",,
03/03/17 20:10:35.326,"433",,
03/03/17 20:10:36.326,"433",,
03/03/17 20:10:37.326,"430",,
03/03/17 20:10:37.326,"430",,
03/03/17 20:10:38.326,"429",,
03/03/17 20:10:39.326,"430",,
03/03/17 20:10:40.326,"431",,
03/03/17 20:10:41.326,"431",,
03/03/17 20:10:42.327,"431",,
03/03/17 20:10:43.326,"431",,
03/03/17 20:10:44.326,"432",,
03/03/17 20:10:45.326,"433",,
03/03/17 20:10:46.326,"431",,
03/03/17 20:10:47.326,"431",,
03/03/17 20:10:48.326,"429",,
03/03/17 20:10:49.326,"428",,
03/03/17 20:10:50.326,"428",,
03/03/17 20:10:51.326,"429",,
03/03/17 20:10:52.326,"429",,
03/03/17 20:10:53.326,"430",,
03/03/17 20:10:54.326,"429",,
03/03/17 20:10:55.326,"430",,
03/03/17 20:10:56.326,"430",,
03/03/17 20:10:57.326,"429",,
03/03/17 20:10:58.326,"429",,
03/03/17 20:10:59.327,"429",,
03/03/17 20:11:00.326,"429",,
03/03/17 20:11:01.326,"429",,
03/03/17 20:11:02.326,"430",,
03/03/17 20:11:03.326,"430",,
03/03/17 20:11:04.326,"430",,
03/03/17 20:11:05.326,"431",,
03/03/17 20:11:06.327,"432",,
03/03/17 20:11:07.326,"433",,
03/03/17 20:11:08.326,"433",,
03/03/17 20:11:09.326,"434",,
03/03/17 20:11:10.326,"433",,
03/03/17 20:11:11.326,"432",,
03/03/17 20:11:12.326,"432",,
03/03/17 20:11:13.326,"434",,
03/03/17 20:11:14.326,"434",,
03/03/17 20:11:15.327,"435",,
03/03/17 20:11:16.326,"435",,
03/03/17 20:11:17.326,"435",,
03/03/17 20:11:18.326,"436",,
03/03/17 20:11:19.326,"436",,
03/03/17 20:11:20.327,"436",,
03/03/17 20:11:21.326,"437",,
03/03/17 20:11:22.326,"435",,
03/03/17 20:11:23.327,"433",,
03/03/17 20:11:24.326,"433",,
03/03/17 20:11:25.326,"432",,
03/03/17 20:11:26.326,"431",,
03/03/17 20:11:27.326,"431",,
03/03/17 20:11:28.327,"433",,
03/03/17 20:11:28.327,"433",,
03/03/17 20:11:29.326,"432",,
03/03/17 20:11:30.326,"433",,
03/03/17 20:11:31.326,"433",,
03/03/17 20:11:32.326,"432",,
03/03/17 20:11:33.326,"433",,
03/03/17 20:11:34.326,"432",,
03/03/17 20:11:35.326,"432",,
03/03/17 20:11:36.326,"432",,
03/03/17 20:11:37.326,"432",,
03/03/17 20:11:38.326,"432",,
03/03/17 20:11:39.326,"432",,
03/03/17 20:11:40.326,"432",,
03/03/17 20:11:41.326,"433",,
03/03/17 20:11:42.327,"431",,
03/03/17 20:11:43.327,"429",,
03/03/17 20:11:44.326,"429",,
03/03/17 20:11:45.326,"429",,
03/03/17 20:11:46.326,"430",,
03/03/17 20:11:47.326,"432",,
03/03/17 20:11:48.327,"432",,
03/03/17 20:11:49.326,"432",,
03/03/17 20:11:50.326,"432",,
03/03/17 20:11:51.326,"433",,
03/03/17 20:11:52.326,"433",,
03/03/17 20:11:53.326,"432",,
03/03/17 20:11:54.327,"432",,
03/03/17 20:11:55.326,"432",,
03/03/17 20:11:56.326,"433",,
03/03/17 20:11:57.326,"433",,
03/03/17 20:11:58.326,"434",,
03/03/17 20:11:59.504,"434",,
03/03/17 20:12:00.326,"434",,
03/03/17 20:12:01.326,"432",,
03/03/17 20:12:02.326,"433",,
03/03/17 20:12:03.326,"433",,
03/03/17 20:12:04.326,"435",,
03/03/17 20:12:05.326,"435",,
03/03/17 20:12:06.326,"435",,
03/03/17 20:12:07.327,"434",,
03/03/17 20:12:08.327,"434",,
03/03/17 20:12:09.326,"433",,
03/03/17 20:12:10.326,"432",,
03/03/17 20:12:11.326,"432",,
03/03/17 20:12:12.326,"432",,
03/03/17 20:12:13.326,"433",,
03/03/17 20:12:14.326,"433",,
03/03/17 20:12:15.326,"433",,
03/03/17 20:12:16.326,"433",,
03/03/17 20:12:17.326,"431",,
03/03/17 20:12:18.326,"431",,
03/03/17 20:12:19.326,"432",,
03/03/17 20:12:19.326,"432",,
03/03/17 20:12:20.326,"431",,
03/03/17 20:12:21.326,"432",,
03/03/17 20:12:22.326,"431",,
03/03/17 20:12:23.326,"431",,
03/03/17 20:12:24.326,"431",,
03/03/17 20:12:25.327,"430",,
03/03/17 20:12:26.326,"430",,
03/03/17 20:12:27.326,"431",,
03/03/17 20:12:28.326,"430",,
03/03/17 20:12:29.326,"430",,
03/03/17 20:12:30.326,"431",,
03/03/17 20:12:31.326,"432",,
03/03/17 20:12:32.326,"431",,
