,sensor [K-30 FR],,
,CO2,,,
03/03/17 20:12:33.326,"431",,
03/03/17 20:12:34.326,"431",,
03/03/17 20:12:35.326,"430",,
03/03/17 20:12:36.327,"430",,
03/03/17 20:12:37.326,"430",,
03/03/17 20:12:38.326,"430",,
03/03/17 20:12:39.326,"430",,
03/03/17 20:12:40.326,"430",,
03/03/17 20:12:41.326,"431",,
03/03/17 20:12:42.327,"430",,
03/03/17 20:12:43.326,"430",,
03/03/17 20:12:44.326,"431",,
03/03/17 20:12:45.326,"431",,
03/03/17 20:12:46.326,"431",,
03/03/17 20:12:47.326,"431",,
03/03/17 20:12:48.327,"431",,
03/03/17 20:12:49.326,"431",,
03/03/17 20:12:50.326,"432",,
03/03/17 20:12:51.326,"431",,
03/03/17 20:12:52.326,"431",,
03/03/17 20:12:53.326,"431",,
03/03/17 20:12:54.326,"430",,
03/03/17 20:12:55.326,"430",,
03/03/17 20:12:56.326,"430",,
03/03/17 20:12:57.326,"430",,
03/03/17 20:12:58.326,"431",,
03/03/17 20:12:59.327,"432",,
03/03/17 20:13:00.326,"432",,
03/03/17 20:13:01.327,"433",,
03/03/17 20:13:02.326,"433",,
03/03/17 20:13:03.326,"433",,
03/03/17 20:13:04.326,"434",,
03/03/17 20:13:05.326,"433",,
03/03/17 20:13:06.327,"433",,
03/03/17 20:13:07.326,"433",,
03/03/17 20:13:08.326,"433",,
03/03/17 20:13:09.326,"433",,
03/03/17 20:13:10.326,"433",,
03/03/17 20:13:10.326,"433",,
03/03/17 20:13:11.326,"433",,
03/03/17 20:13:12.327,"433",,
03/03/17 20:13:13.326,"433",,
03/03/17 20:13:14.326,"434",,
03/03/17 20:13:15.326,"433",,
03/03/17 20:13:16.326,"433",,
03/03/17 20:13:17.327,"433",,
03/03/17 20:13:18.326,"433",,
03/03/17 20:13:19.327,"433",,
03/03/17 20:13:20.326,"433",,
03/03/17 20:13:21.326,"433",,
03/03/17 20:13:22.327,"433",,
03/03/17 20:13:23.326,"433",,
03/03/17 20:13:24.326,"433",,
03/03/17 20:13:25.326,"433",,
03/03/17 20:13:26.326,"433",,
03/03/17 20:13:27.326,"434",,
03/03/17 20:13:28.326,"434",,
03/03/17 20:13:29.326,"433",,
03/03/17 20:13:30.326,"433",,
03/03/17 20:13:31.326,"434",,
03/03/17 20:13:32.326,"434",,
03/03/17 20:13:33.327,"434",,
03/03/17 20:13:34.326,"434",,
03/03/17 20:13:35.326,"434",,
03/03/17 20:13:36.327,"434",,
03/03/17 20:13:37.326,"434",,
03/03/17 20:13:38.326,"434",,
03/03/17 20:13:39.326,"434",,
03/03/17 20:13:40.326,"434",,
03/03/17 20:13:41.326,"434",,
03/03/17 20:13:42.326,"434",,
03/03/17 20:13:43.326,"433",,
03/03/17 20:13:44.326,"433",,
03/03/17 20:13:45.326,"433",,
03/03/17 20:13:46.326,"433",,
03/03/17 20:13:47.326,"432",,
03/03/17 20:13:48.326,"432",,
03/03/17 20:13:49.326,"432",,
03/03/17 20:13:50.326,"431",,
03/03/17 20:13:51.326,"432",,
03/03/17 20:13:52.326,"431",,
03/03/17 20:13:53.326,"432",,
03/03/17 20:13:54.326,"431",,
03/03/17 20:13:55.326,"431",,
03/03/17 20:13:56.326,"431",,
03/03/17 20:13:57.327,"432",,
03/03/17 20:13:58.326,"433",,
03/03/17 20:13:59.326,"433",,
03/03/17 20:14:00.326,"433",,
03/03/17 20:14:01.326,"432",,
03/03/17 20:14:01.326,"432",,
03/03/17 20:14:02.327,"432",,
03/03/17 20:14:03.326,"432",,
03/03/17 20:14:04.326,"432",,
03/03/17 20:14:05.327,"433",,
03/03/17 20:14:06.326,"433",,
03/03/17 20:14:07.327,"433",,
03/03/17 20:14:08.326,"433",,
03/03/17 20:14:09.326,"434",,
03/03/17 20:14:10.326,"434",,
03/03/17 20:14:11.326,"434",,
03/03/17 20:14:12.327,"434",,
03/03/17 20:14:13.326,"434",,
03/03/17 20:14:14.326,"432",,
03/03/17 20:14:15.326,"432",,
03/03/17 20:14:16.327,"432",,
03/03/17 20:14:17.326,"433",,
03/03/17 20:14:18.326,"433",,
03/03/17 20:14:19.326,"433",,
03/03/17 20:14:20.326,"433",,
03/03/17 20:14:21.326,"432",,
03/03/17 20:14:22.326,"432",,
03/03/17 20:14:23.548,"433",,
03/03/17 20:14:24.326,"432",,
03/03/17 20:14:25.326,"431",,
03/03/17 20:14:26.326,"431",,
03/03/17 20:14:27.326,"431",,
03/03/17 20:14:28.326,"431",,
03/03/17 20:14:29.326,"431",,
03/03/17 20:14:30.326,"432",,
03/03/17 20:14:31.326,"432",,
03/03/17 20:14:32.326,"431",,
03/03/17 20:14:33.326,"432",,
03/03/17 20:14:34.326,"432",,
03/03/17 20:14:35.326,"432",,
03/03/17 20:14:36.326,"432",,
03/03/17 20:14:37.326,"432",,
03/03/17 20:14:38.326,"431",,
03/03/17 20:14:39.642,"431",,
03/03/17 20:14:40.326,"431",,
03/03/17 20:14:41.326,"431",,
03/03/17 20:14:42.326,"431",,
03/03/17 20:14:43.326,"430",,
03/03/17 20:14:44.326,"431",,
03/03/17 20:14:45.326,"432",,
03/03/17 20:14:46.326,"432",,
03/03/17 20:14:47.327,"432",,
03/03/17 20:14:48.326,"432",,
03/03/17 20:14:49.326,"432",,
03/03/17 20:14:50.326,"432",,
03/03/17 20:14:51.326,"431",,
03/03/17 20:14:52.326,"431",,
03/03/17 20:14:52.326,"431",,
03/03/17 20:14:53.326,"432",,
03/03/17 20:14:54.326,"432",,
03/03/17 20:14:55.326,"431",,
03/03/17 20:14:56.327,"429",,
03/03/17 20:14:57.326,"428",,
03/03/17 20:14:58.326,"428",,
03/03/17 20:14:59.326,"428",,
03/03/17 20:15:00.326,"428",,
03/03/17 20:15:01.326,"427",,
03/03/17 20:15:02.326,"428",,
03/03/17 20:15:03.326,"428",,
03/03/17 20:15:04.326,"428",,
03/03/17 20:15:05.326,"429",,
03/03/17 20:15:06.326,"429",,
03/03/17 20:15:07.326,"430",,
03/03/17 20:15:08.326,"430",,
03/03/17 20:15:09.326,"430",,
03/03/17 20:15:10.326,"429",,
03/03/17 20:15:11.326,"430",,
03/03/17 20:15:12.326,"431",,
03/03/17 20:15:13.326,"431",,
03/03/17 20:15:14.326,"430",,
03/03/17 20:15:15.326,"431",,
03/03/17 20:15:16.327,"430",,
03/03/17 20:15:17.326,"430",,
03/03/17 20:15:18.326,"428",,
03/03/17 20:15:19.326,"426",,
03/03/17 20:15:20.326,"427",,
03/03/17 20:15:21.326,"430",,
03/03/17 20:15:22.326,"430",,
03/03/17 20:15:23.326,"431",,
03/03/17 20:15:24.326,"431",,
03/03/17 20:15:25.327,"431",,
03/03/17 20:15:26.326,"431",,
03/03/17 20:15:27.326,"431",,
03/03/17 20:15:28.326,"431",,
03/03/17 20:15:29.326,"432",,
03/03/17 20:15:30.326,"431",,
03/03/17 20:15:31.326,"431",,
03/03/17 20:15:32.327,"429",,
03/03/17 20:15:33.326,"430",,
03/03/17 20:15:34.326,"430",,
03/03/17 20:15:35.326,"429",,
03/03/17 20:15:36.326,"430",,
03/03/17 20:15:37.326,"428",,
03/03/17 20:15:38.326,"428",,
03/03/17 20:15:39.326,"428",,
03/03/17 20:15:40.326,"429",,
03/03/17 20:15:41.326,"430",,
03/03/17 20:15:42.327,"430",,
03/03/17 20:15:43.326,"431",,
03/03/17 20:15:43.326,"431",,
03/03/17 20:15:44.326,"431",,
03/03/17 20:15:45.326,"431",,
03/03/17 20:15:46.326,"430",,
03/03/17 20:15:47.327,"430",,
03/03/17 20:15:48.326,"431",,
03/03/17 20:15:49.326,"431",,
03/03/17 20:15:50.326,"430",,
03/03/17 20:15:51.326,"430",,
03/03/17 20:15:52.327,"430",,
03/03/17 20:15:53.326,"430",,
03/03/17 20:15:54.326,"429",,
03/03/17 20:15:55.326,"429",,
03/03/17 20:15:56.326,"429",,
03/03/17 20:15:57.326,"429",,
03/03/17 20:15:58.326,"429",,
03/03/17 20:15:59.326,"429",,
03/03/17 20:16:00.327,"430",,
03/03/17 20:16:01.326,"430",,
03/03/17 20:16:02.326,"430",,
03/03/17 20:16:03.326,"429",,
03/03/17 20:16:04.326,"429",,
03/03/17 20:16:05.326,"428",,
03/03/17 20:16:06.326,"428",,
03/03/17 20:16:07.326,"429",,
03/03/17 20:16:08.326,"429",,
03/03/17 20:16:09.326,"429",,
03/03/17 20:16:10.326,"428",,
03/03/17 20:16:11.326,"429",,
03/03/17 20:16:12.326,"429",,
03/03/17 20:16:13.326,"430",,
03/03/17 20:16:14.326,"430",,
03/03/17 20:16:15.326,"430",,
03/03/17 20:16:16.327,"430",,
03/03/17 20:16:17.326,"431",,
03/03/17 20:16:18.326,"430",,
03/03/17 20:16:19.326,"429",,
03/03/17 20:16:20.326,"429",,
03/03/17 20:16:21.326,"429",,
03/03/17 20:16:22.326,"430",,
03/03/17 20:16:23.326,"431",,
03/03/17 20:16:24.326,"431",,
03/03/17 20:16:25.326,"431",,
03/03/17 20:16:26.326,"431",,
03/03/17 20:16:27.326,"431",,
03/03/17 20:16:28.326,"431",,
03/03/17 20:16:29.327,"431",,
03/03/17 20:16:30.326,"432",,
03/03/17 20:16:31.326,"432",,
03/03/17 20:16:32.326,"431",,
03/03/17 20:16:33.326,"432",,
03/03/17 20:16:34.327,"431",,
03/03/17 20:16:34.327,"431",,
03/03/17 20:16:35.326,"432",,
03/03/17 20:16:36.593,"432",,
03/03/17 20:16:37.326,"432",,
03/03/17 20:16:38.326,"432",,
03/03/17 20:16:39.326,"432",,
03/03/17 20:16:40.326,"432",,
03/03/17 20:16:41.326,"432",,
03/03/17 20:16:42.326,"432",,
03/03/17 20:16:43.326,"432",,
03/03/17 20:16:44.326,"432",,
03/03/17 20:16:45.326,"433",,
03/03/17 20:16:46.326,"433",,
03/03/17 20:16:47.326,"433",,
03/03/17 20:16:48.624,"433",,
03/03/17 20:16:49.326,"433",,
03/03/17 20:16:50.326,"433",,
03/03/17 20:16:51.326,"433",,
03/03/17 20:16:52.664,"433",,
03/03/17 20:16:53.326,"432",,
03/03/17 20:16:54.326,"432",,
03/03/17 20:16:55.326,"432",,
03/03/17 20:16:56.326,"432",,
03/03/17 20:16:57.326,"432",,
03/03/17 20:16:58.326,"432",,
03/03/17 20:16:59.326,"432",,
03/03/17 20:17:00.326,"432",,
03/03/17 20:17:01.326,"432",,
03/03/17 20:17:02.326,"432",,
03/03/17 20:17:03.326,"432",,
03/03/17 20:17:04.326,"432",,
03/03/17 20:17:05.327,"432",,
03/03/17 20:17:06.326,"431",,
03/03/17 20:17:07.326,"431",,
03/03/17 20:17:08.327,"431",,
03/03/17 20:17:09.326,"432",,
03/03/17 20:17:10.326,"432",,
03/03/17 20:17:11.326,"433",,
03/03/17 20:17:12.326,"432",,
03/03/17 20:17:13.326,"432",,
03/03/17 20:17:14.326,"432",,
03/03/17 20:17:15.326,"430",,
03/03/17 20:17:16.326,"430",,
03/03/17 20:17:17.326,"431",,
03/03/17 20:17:18.326,"431",,
03/03/17 20:17:19.326,"431",,
03/03/17 20:17:20.326,"432",,
03/03/17 20:17:21.326,"433",,
03/03/17 20:17:22.326,"432",,
03/03/17 20:17:23.326,"432",,
03/03/17 20:17:24.326,"432",,
03/03/17 20:17:25.327,"432",,
03/03/17 20:17:25.327,"432",,
03/03/17 20:17:26.326,"433",,
03/03/17 20:17:27.327,"432",,
03/03/17 20:17:28.326,"432",,
03/03/17 20:17:29.326,"431",,
03/03/17 20:17:30.327,"432",,
03/03/17 20:17:31.326,"433",,
03/03/17 20:17:32.327,"432",,
03/03/17 20:17:33.327,"432",,
03/03/17 20:17:34.327,"432",,
03/03/17 20:17:35.327,"432",,
03/03/17 20:17:36.326,"431",,
03/03/17 20:17:37.326,"429",,
03/03/17 20:17:38.326,"430",,
03/03/17 20:17:39.326,"430",,
03/03/17 20:17:40.326,"430",,
03/03/17 20:17:41.326,"429",,
03/03/17 20:17:42.326,"429",,
03/03/17 20:17:43.326,"429",,
03/03/17 20:17:44.326,"430",,
03/03/17 20:17:45.326,"430",,
03/03/17 20:17:46.326,"430",,
03/03/17 20:17:47.326,"430",,
03/03/17 20:17:48.326,"430",,
03/03/17 20:17:49.326,"430",,
03/03/17 20:17:50.326,"430",,
03/03/17 20:17:51.326,"430",,
03/03/17 20:17:52.326,"430",,
03/03/17 20:17:53.326,"431",,
03/03/17 20:17:54.326,"432",,
03/03/17 20:17:55.326,"433",,
03/03/17 20:17:56.326,"434",,
03/03/17 20:17:57.326,"435",,
03/03/17 20:17:58.326,"435",,
03/03/17 20:17:59.326,"434",,
03/03/17 20:18:00.326,"434",,
03/03/17 20:18:01.326,"434",,
03/03/17 20:18:02.326,"433",,
03/03/17 20:18:03.326,"432",,
03/03/17 20:18:04.327,"430",,
03/03/17 20:18:05.326,"430",,
03/03/17 20:18:06.326,"430",,
03/03/17 20:18:07.326,"429",,
03/03/17 20:18:08.326,"429",,
03/03/17 20:18:09.326,"430",,
03/03/17 20:18:10.327,"431",,
03/03/17 20:18:11.327,"431",,
03/03/17 20:18:12.326,"431",,
03/03/17 20:18:13.326,"430",,
03/03/17 20:18:14.326,"430",,
03/03/17 20:18:15.326,"431",,
03/03/17 20:18:16.326,"433",,
03/03/17 20:18:16.326,"433",,
03/03/17 20:18:17.326,"434",,
03/03/17 20:18:18.326,"433",,
03/03/17 20:18:19.326,"432",,
03/03/17 20:18:20.326,"432",,
03/03/17 20:18:21.326,"431",,
03/03/17 20:18:22.326,"432",,
03/03/17 20:18:23.326,"433",,
03/03/17 20:18:24.326,"433",,
03/03/17 20:18:25.326,"433",,
03/03/17 20:18:26.326,"433",,
03/03/17 20:18:27.326,"434",,
03/03/17 20:18:28.326,"434",,
03/03/17 20:18:29.326,"432",,
03/03/17 20:18:30.326,"431",,
03/03/17 20:18:31.326,"432",,
03/03/17 20:18:32.326,"434",,
03/03/17 20:18:33.326,"434",,
03/03/17 20:18:34.326,"435",,
03/03/17 20:18:35.326,"435",,
03/03/17 20:18:36.326,"434",,
03/03/17 20:18:37.326,"432",,
03/03/17 20:18:38.326,"431",,
03/03/17 20:18:39.326,"432",,
03/03/17 20:18:40.326,"433",,
03/03/17 20:18:41.326,"433",,
03/03/17 20:18:42.327,"433",,
03/03/17 20:18:43.326,"433",,
03/03/17 20:18:44.326,"433",,
03/03/17 20:18:45.326,"433",,
03/03/17 20:18:46.326,"432",,
03/03/17 20:18:47.327,"431",,
03/03/17 20:18:48.327,"429",,
03/03/17 20:18:49.326,"429",,
03/03/17 20:18:50.326,"429",,
03/03/17 20:18:51.327,"430",,
03/03/17 20:18:52.326,"430",,
03/03/17 20:18:53.326,"430",,
03/03/17 20:18:54.326,"430",,
03/03/17 20:18:55.326,"430",,
03/03/17 20:18:56.326,"430",,
03/03/17 20:18:57.327,"430",,
03/03/17 20:18:58.326,"430",,
03/03/17 20:18:59.326,"431",,
03/03/17 20:19:00.326,"432",,
03/03/17 20:19:01.326,"432",,
03/03/17 20:19:02.326,"432",,
03/03/17 20:19:03.326,"431",,
03/03/17 20:19:04.326,"431",,
03/03/17 20:19:05.326,"431",,
03/03/17 20:19:06.326,"431",,
03/03/17 20:19:07.326,"431",,
03/03/17 20:19:07.326,"431",,
03/03/17 20:19:08.327,"432",,
03/03/17 20:19:09.326,"433",,
03/03/17 20:19:10.326,"433",,
03/03/17 20:19:11.326,"434",,
03/03/17 20:19:12.326,"434",,
03/03/17 20:19:13.326,"434",,
03/03/17 20:19:14.326,"433",,
03/03/17 20:19:15.326,"433",,
03/03/17 20:19:16.326,"433",,
03/03/17 20:19:17.327,"431",,
03/03/17 20:19:18.326,"431",,
03/03/17 20:19:19.326,"432",,
03/03/17 20:19:20.326,"431",,
03/03/17 20:19:21.327,"431",,
03/03/17 20:19:22.327,"431",,
03/03/17 20:19:23.326,"431",,
03/03/17 20:19:24.326,"431",,
03/03/17 20:19:25.327,"431",,
03/03/17 20:19:26.326,"430",,
03/03/17 20:19:27.327,"432",,
03/03/17 20:19:28.326,"433",,
03/03/17 20:19:29.326,"434",,
03/03/17 20:19:30.326,"432",,
03/03/17 20:19:31.326,"432",,
03/03/17 20:19:32.326,"433",,
03/03/17 20:19:33.326,"434",,
03/03/17 20:19:34.326,"434",,
03/03/17 20:19:35.326,"433",,
03/03/17 20:19:36.326,"433",,
03/03/17 20:19:37.326,"433",,
03/03/17 20:19:38.326,"433",,
03/03/17 20:19:39.326,"433",,
03/03/17 20:19:40.326,"433",,
03/03/17 20:19:41.326,"433",,
03/03/17 20:19:42.326,"433",,
03/03/17 20:19:43.326,"433",,
03/03/17 20:19:44.326,"433",,
03/03/17 20:19:45.326,"433",,
03/03/17 20:19:46.326,"434",,
03/03/17 20:19:47.326,"434",,
03/03/17 20:19:48.326,"434",,
03/03/17 20:19:49.326,"434",,
03/03/17 20:19:50.326,"434",,
03/03/17 20:19:51.326,"434",,
03/03/17 20:19:52.326,"433",,
03/03/17 20:19:53.326,"433",,
03/03/17 20:19:54.326,"433",,
03/03/17 20:19:55.326,"432",,
03/03/17 20:19:56.326,"433",,
03/03/17 20:19:57.326,"433",,
03/03/17 20:19:58.327,"433",,
03/03/17 20:19:58.327,"433",,
03/03/17 20:19:59.326,"434",,
03/03/17 20:20:00.326,"434",,
03/03/17 20:20:01.326,"434",,
03/03/17 20:20:02.326,"433",,
03/03/17 20:20:03.326,"433",,
03/03/17 20:20:04.326,"434",,
03/03/17 20:20:05.326,"434",,
03/03/17 20:20:06.326,"434",,
03/03/17 20:20:07.326,"434",,
03/03/17 20:20:08.326,"435",,
03/03/17 20:20:09.326,"435",,
03/03/17 20:20:10.327,"435",,
03/03/17 20:20:11.326,"434",,
03/03/17 20:20:12.326,"431",,
03/03/17 20:20:13.326,"428",,
03/03/17 20:20:14.326,"429",,
03/03/17 20:20:15.326,"429",,
03/03/17 20:20:16.326,"430",,
03/03/17 20:20:17.326,"432",,
03/03/17 20:20:18.326,"432",,
03/03/17 20:20:19.326,"432",,
03/03/17 20:20:20.328,"432",,
03/03/17 20:20:21.326,"432",,
03/03/17 20:20:22.326,"432",,
03/03/17 20:20:23.326,"431",,
03/03/17 20:20:24.326,"431",,
03/03/17 20:20:25.326,"430",,
03/03/17 20:20:26.327,"430",,
03/03/17 20:20:27.327,"430",,
03/03/17 20:20:28.326,"430",,
03/03/17 20:20:29.326,"430",,
03/03/17 20:20:30.326,"430",,
03/03/17 20:20:31.326,"430",,
03/03/17 20:20:32.326,"430",,
03/03/17 20:20:33.327,"430",,
03/03/17 20:20:34.326,"430",,
03/03/17 20:20:35.326,"430",,
03/03/17 20:20:36.327,"430",,
03/03/17 20:20:37.326,"430",,
03/03/17 20:20:38.327,"429",,
03/03/17 20:20:39.326,"428",,
03/03/17 20:20:40.326,"429",,
03/03/17 20:20:41.327,"429",,
03/03/17 20:20:42.326,"428",,
03/03/17 20:20:43.326,"428",,
03/03/17 20:20:44.326,"428",,
03/03/17 20:20:45.326,"428",,
03/03/17 20:20:46.326,"427",,
03/03/17 20:20:47.326,"428",,
03/03/17 20:20:48.326,"428",,
03/03/17 20:20:49.327,"428",,
03/03/17 20:20:49.327,"428",,
03/03/17 20:20:50.326,"428",,
03/03/17 20:20:51.326,"428",,
03/03/17 20:20:52.326,"428",,
03/03/17 20:20:53.326,"428",,
03/03/17 20:20:54.326,"428",,
03/03/17 20:20:55.326,"428",,
03/03/17 20:20:56.326,"429",,
03/03/17 20:20:57.327,"429",,
03/03/17 20:20:58.326,"430",,
03/03/17 20:20:59.326,"430",,
03/03/17 20:21:00.327,"429",,
03/03/17 20:21:01.568,"429",,
03/03/17 20:21:02.326,"429",,
03/03/17 20:21:03.326,"430",,
03/03/17 20:21:04.326,"430",,
03/03/17 20:21:05.326,"430",,
03/03/17 20:21:06.326,"430",,
03/03/17 20:21:07.326,"431",,
03/03/17 20:21:08.326,"432",,
03/03/17 20:21:09.327,"432",,
03/03/17 20:21:10.326,"432",,
03/03/17 20:21:11.326,"431",,
03/03/17 20:21:12.326,"431",,
03/03/17 20:21:13.326,"432",,
03/03/17 20:21:14.326,"432",,
03/03/17 20:21:15.327,"432",,
03/03/17 20:21:16.326,"432",,
03/03/17 20:21:17.326,"433",,
03/03/17 20:21:18.326,"433",,
03/03/17 20:21:19.326,"433",,
03/03/17 20:21:20.326,"433",,
03/03/17 20:21:21.326,"433",,
03/03/17 20:21:22.326,"433",,
03/03/17 20:21:23.326,"433",,
03/03/17 20:21:24.326,"433",,
03/03/17 20:21:25.326,"434",,
03/03/17 20:21:26.327,"433",,
03/03/17 20:21:27.326,"433",,
03/03/17 20:21:28.327,"433",,
03/03/17 20:21:29.326,"433",,
03/03/17 20:21:30.326,"433",,
03/03/17 20:21:31.327,"433",,
03/03/17 20:21:32.326,"433",,
03/03/17 20:21:33.326,"433",,
03/03/17 20:21:34.326,"432",,
03/03/17 20:21:35.326,"432",,
03/03/17 20:21:36.326,"432",,
03/03/17 20:21:37.326,"432",,
03/03/17 20:21:38.326,"432",,
03/03/17 20:21:39.326,"432",,
03/03/17 20:21:40.327,"432",,
03/03/17 20:21:40.327,"432",,
03/03/17 20:21:41.326,"431",,
03/03/17 20:21:42.326,"431",,
03/03/17 20:21:43.326,"430",,
03/03/17 20:21:44.326,"431",,
03/03/17 20:21:45.326,"430",,
03/03/17 20:21:46.326,"430",,
03/03/17 20:21:47.326,"430",,
03/03/17 20:21:48.326,"430",,
03/03/17 20:21:49.326,"430",,
03/03/17 20:21:50.327,"430",,
03/03/17 20:21:51.326,"430",,
03/03/17 20:21:52.326,"430",,
03/03/17 20:21:53.326,"430",,
03/03/17 20:21:54.326,"431",,
03/03/17 20:21:55.326,"431",,
03/03/17 20:21:56.326,"432",,
03/03/17 20:21:57.326,"432",,
03/03/17 20:21:58.326,"432",,
03/03/17 20:21:59.326,"432",,
03/03/17 20:22:00.326,"432",,
03/03/17 20:22:01.326,"432",,
03/03/17 20:22:02.326,"432",,
03/03/17 20:22:03.326,"432",,
03/03/17 20:22:04.326,"432",,
03/03/17 20:22:05.326,"432",,
03/03/17 20:22:06.326,"432",,
03/03/17 20:22:07.326,"433",,
03/03/17 20:22:08.326,"433",,
03/03/17 20:22:09.326,"433",,
03/03/17 20:22:10.326,"434",,
03/03/17 20:22:11.326,"435",,
03/03/17 20:22:12.326,"434",,
03/03/17 20:22:13.326,"431",,
03/03/17 20:22:14.326,"429",,
03/03/17 20:22:15.326,"430",,
03/03/17 20:22:16.326,"430",,
03/03/17 20:22:17.326,"431",,
03/03/17 20:22:18.326,"431",,
03/03/17 20:22:19.327,"431",,
03/03/17 20:22:20.326,"430",,
03/03/17 20:22:21.326,"430",,
03/03/17 20:22:22.326,"431",,
03/03/17 20:22:23.327,"432",,
03/03/17 20:22:24.326,"433",,
03/03/17 20:22:25.327,"433",,
03/03/17 20:22:26.327,"434",,
03/03/17 20:22:27.326,"433",,
03/03/17 20:22:28.326,"433",,
03/03/17 20:22:29.327,"433",,
03/03/17 20:22:30.327,"433",,
03/03/17 20:22:31.326,"433",,
03/03/17 20:22:31.326,"433",,
03/03/17 20:22:32.326,"433",,
03/03/17 20:22:33.326,"434",,
03/03/17 20:22:34.326,"434",,
03/03/17 20:22:35.326,"434",,
03/03/17 20:22:36.326,"434",,
03/03/17 20:22:37.326,"435",,
03/03/17 20:22:38.326,"435",,
03/03/17 20:22:39.326,"434",,
03/03/17 20:22:40.326,"435",,
03/03/17 20:22:41.326,"435",,
03/03/17 20:22:42.326,"435",,
03/03/17 20:22:43.326,"434",,
03/03/17 20:22:44.326,"433",,
03/03/17 20:22:45.326,"434",,
03/03/17 20:22:46.326,"434",,
03/03/17 20:22:47.326,"434",,
03/03/17 20:22:48.326,"433",,
03/03/17 20:22:49.326,"433",,
03/03/17 20:22:50.326,"434",,
03/03/17 20:22:51.326,"434",,
03/03/17 20:22:52.326,"434",,
03/03/17 20:22:53.326,"434",,
03/03/17 20:22:54.326,"434",,
03/03/17 20:22:55.327,"435",,
03/03/17 20:22:56.326,"435",,
03/03/17 20:22:57.326,"435",,
03/03/17 20:22:58.327,"436",,
03/03/17 20:22:59.326,"435",,
03/03/17 20:23:00.326,"434",,
03/03/17 20:23:01.326,"434",,
03/03/17 20:23:02.327,"434",,
03/03/17 20:23:03.326,"432",,
03/03/17 20:23:04.326,"432",,
03/03/17 20:23:05.326,"432",,
03/03/17 20:23:06.327,"432",,
03/03/17 20:23:07.326,"432",,
03/03/17 20:23:08.326,"433",,
03/03/17 20:23:09.326,"434",,
03/03/17 20:23:10.326,"434",,
03/03/17 20:23:11.326,"434",,
03/03/17 20:23:12.326,"433",,
03/03/17 20:23:13.326,"434",,
03/03/17 20:23:14.326,"433",,
03/03/17 20:23:15.326,"433",,
03/03/17 20:23:16.326,"433",,
03/03/17 20:23:17.326,"433",,
03/03/17 20:23:18.326,"432",,
03/03/17 20:23:19.326,"432",,
03/03/17 20:23:20.327,"431",,
03/03/17 20:23:21.326,"431",,
03/03/17 20:23:22.327,"431",,
03/03/17 20:23:22.327,"431",,
03/03/17 20:23:23.328,"431",,
03/03/17 20:23:24.326,"432",,
03/03/17 20:23:25.326,"431",,
03/03/17 20:23:26.326,"431",,
03/03/17 20:23:27.326,"431",,
03/03/17 20:23:28.327,"430",,
03/03/17 20:23:29.326,"430",,
03/03/17 20:23:30.326,"431",,
03/03/17 20:23:31.326,"431",,
03/03/17 20:23:32.326,"431",,
03/03/17 20:23:33.326,"431",,
03/03/17 20:23:34.326,"431",,
03/03/17 20:23:35.326,"431",,
03/03/17 20:23:36.326,"431",,
03/03/17 20:23:37.326,"431",,
03/03/17 20:23:38.326,"430",,
03/03/17 20:23:39.326,"431",,
03/03/17 20:23:40.326,"431",,
03/03/17 20:23:41.326,"431",,
03/03/17 20:23:42.326,"432",,
03/03/17 20:23:43.326,"431",,
03/03/17 20:23:44.326,"431",,
03/03/17 20:23:45.326,"432",,
03/03/17 20:23:46.326,"433",,
03/03/17 20:23:47.326,"434",,
03/03/17 20:23:48.327,"435",,
03/03/17 20:23:49.326,"435",,
03/03/17 20:23:50.326,"435",,
03/03/17 20:23:51.326,"435",,
03/03/17 20:23:52.327,"435",,
03/03/17 20:23:53.326,"435",,
03/03/17 20:23:54.326,"435",,
03/03/17 20:23:55.326,"434",,
03/03/17 20:23:56.326,"434",,
03/03/17 20:23:57.326,"435",,
03/03/17 20:23:58.326,"435",,
03/03/17 20:23:59.326,"435",,
03/03/17 20:24:00.326,"434",,
03/03/17 20:24:01.326,"434",,
03/03/17 20:24:02.326,"434",,
03/03/17 20:24:03.326,"435",,
03/03/17 20:24:04.326,"433",,
03/03/17 20:24:05.326,"433",,
03/03/17 20:24:06.327,"433",,
03/03/17 20:24:07.326,"433",,
03/03/17 20:24:08.326,"433",,
03/03/17 20:24:09.326,"433",,
03/03/17 20:24:10.326,"433",,
03/03/17 20:24:11.326,"433",,
03/03/17 20:24:12.326,"433",,
03/03/17 20:24:13.326,"432",,
03/03/17 20:24:13.326,"432",,
03/03/17 20:24:14.327,"433",,
03/03/17 20:24:15.326,"431",,
03/03/17 20:24:16.326,"431",,
03/03/17 20:24:17.326,"427",,
03/03/17 20:24:18.326,"424",,
03/03/17 20:24:19.326,"426",,
03/03/17 20:24:20.326,"427",,
03/03/17 20:24:21.326,"427",,
03/03/17 20:24:22.326,"426",,
03/03/17 20:24:23.327,"424",,
03/03/17 20:24:24.326,"424",,
03/03/17 20:24:25.326,"424",,
03/03/17 20:24:26.326,"424",,
03/03/17 20:24:27.326,"425",,
03/03/17 20:24:28.327,"425",,
03/03/17 20:24:29.326,"426",,
03/03/17 20:24:30.326,"426",,
03/03/17 20:24:31.326,"427",,
03/03/17 20:24:32.326,"429",,
03/03/17 20:24:33.326,"429",,
